movie,return_ratio,year,tconst,genres,studio,averagerating,numvotes
The Walk,1.0472367714285715,2015,tt3488710,Biography,TriS,7.3,109714
The Walk,1.0472367714285715,2015,tt3488710,Drama,TriS,7.3,109714
Mandela: Long Walk to Freedom,0.09181391428571428,2013,tt2304771,Biography,Wein.,7.1,25027
Mandela: Long Walk to Freedom,0.09181391428571428,2013,tt2304771,Drama,Wein.,7.1,25027
Mandela: Long Walk to Freedom,0.09181391428571428,2013,tt2304771,History,Wein.,7.1,25027
The Snowman,0.42562602857142856,2017,tt1758810,Crime,Uni.,5.1,47890
The Snowman,0.42562602857142856,2017,tt1758810,Drama,Uni.,5.1,47890
The Snowman,0.42562602857142856,2017,tt1758810,Mystery,Uni.,5.1,47890
A Hologram for the King,-0.5411856,2016,tt2980210,Comedy,RAtt.,6.1,36062
A Hologram for the King,-0.5411856,2016,tt2980210,Drama,RAtt.,6.1,36062
A Hologram for the King,-0.5411856,2016,tt2980210,Romance,RAtt.,6.1,36062
The Darkest Hour,1.421701408045977,2011,tt1093357,Action,Sum.,4.9,55071
The Darkest Hour,1.421701408045977,2011,tt1093357,Adventure,Sum.,4.9,55071
The Darkest Hour,1.421701408045977,2011,tt1093357,Horror,Sum.,4.9,55071
Baby Driver,8.8802955,2017,tt3890160,Action,TriS,7.6,363977
Baby Driver,8.8802955,2017,tt3890160,Crime,TriS,7.6,363977
Baby Driver,8.8802955,2017,tt3890160,Drama,TriS,7.6,363977
The Maze Runner,12.257285970588235,2014,tt1790864,Action,Fox,6.8,387038
The Maze Runner,12.257285970588235,2014,tt1790864,Mystery,Fox,6.8,387038
The Maze Runner,12.257285970588235,2014,tt1790864,Sci-Fi,Fox,6.8,387038
The Longest Ride,1.9779130882352942,2015,tt2726560,Drama,Fox,7.1,70327
The Longest Ride,1.9779130882352942,2015,tt2726560,Romance,Fox,7.1,70327
The Darkest Minds,0.5016799705882353,2018,tt4073790,Action,Fox,5.7,21340
The Darkest Minds,0.5016799705882353,2018,tt4073790,Adventure,Fox,5.7,21340
The Darkest Minds,0.5016799705882353,2018,tt4073790,Drama,Fox,5.7,21340
Mike and Dave Need Wedding Dates,2.6941749393939394,2016,tt2823054,Adventure,Fox,6.0,74849
Mike and Dave Need Wedding Dates,2.6941749393939394,2016,tt2823054,Comedy,Fox,6.0,74849
Mike and Dave Need Wedding Dates,2.6941749393939394,2016,tt2823054,Romance,Fox,6.0,74849
Step Up Revolution,5.0796050606060605,2012,tt1800741,Drama,LG/S,6.5,51295
Step Up Revolution,5.0796050606060605,2012,tt1800741,Music,LG/S,6.5,51295
Step Up Revolution,5.0796050606060605,2012,tt1800741,Romance,LG/S,6.5,51295
Bridesmaids,13.118268953846155,2011,tt1478338,Comedy,Uni.,6.8,249501
Bridesmaids,13.118268953846155,2011,tt1478338,Romance,Uni.,6.8,249501
The Big Wedding,1.1613944307692308,2013,tt1931435,Comedy,LGF,5.6,44221
The Big Wedding,1.1613944307692308,2013,tt1931435,Drama,LGF,5.6,44221
The Big Wedding,1.1613944307692308,2013,tt1931435,Romance,LGF,5.6,44221
Wanderlust,0.27532581538461537,2012,tt1655460,Comedy,Uni.,5.6,69081
Wanderlust,0.27532581538461537,2012,tt1655460,Romance,Uni.,5.6,69081
Takers,3.010374625,2010,tt1135084,Action,SGem,6.2,53377
Takers,3.010374625,2010,tt1135084,Crime,SGem,6.2,53377
Takers,3.010374625,2010,tt1135084,Thriller,SGem,6.2,53377
Source Code,5.0981476875,2011,tt0945513,Action,Sum.,7.5,452036
Source Code,5.0981476875,2011,tt0945513,Drama,Sum.,7.5,452036
Source Code,5.0981476875,2011,tt0945513,Sci-Fi,Sum.,7.5,452036
I Feel Pretty,3.3859186875,2018,tt6791096,Comedy,STX,5.4,39936
I Feel Pretty,3.3859186875,2018,tt6791096,Romance,STX,5.4,39936
"Big Mommas: Like Father, Like Son",2.75774575,2011,tt1464174,Action,Fox,4.4,23520
"Big Mommas: Like Father, Like Son",2.75774575,2011,tt1464174,Comedy,Fox,4.4,23520
"Big Mommas: Like Father, Like Son",2.75774575,2011,tt1464174,Crime,Fox,4.4,23520
The Incredible Burt Wonderstone,0.5603278125,2013,tt0790628,Adventure,WB (NL),5.9,67549
The Incredible Burt Wonderstone,0.5603278125,2013,tt0790628,Comedy,WB (NL),5.9,67549
The Incredible Burt Wonderstone,0.5603278125,2013,tt0790628,Fantasy,WB (NL),5.9,67549
Going the Distance,0.91900903125,2010,tt1322312,Comedy,WB (NL),6.3,54421
Going the Distance,0.91900903125,2010,tt1322312,Romance,WB (NL),6.3,54421
Repo Men,0.00428890625,2010,tt1053424,Action,Uni.,6.3,96144
Repo Men,0.00428890625,2010,tt1053424,Crime,Uni.,6.3,96144
Repo Men,0.00428890625,2010,tt1053424,Sci-Fi,Uni.,6.3,96144
Flight,7.2042197741935485,2012,tt1907668,Drama,Par.,7.3,303009
Flight,7.2042197741935485,2012,tt1907668,Thriller,Par.,7.3,303009
The Grand Budapest Hotel,6.195396129032258,2014,tt2278388,Adventure,FoxS,8.1,633604
The Grand Budapest Hotel,6.195396129032258,2014,tt2278388,Comedy,FoxS,8.1,633604
The Grand Budapest Hotel,6.195396129032258,2014,tt2278388,Crime,FoxS,8.1,633604
Vacation,4.199699612903226,2015,tt1524930,Adventure,WB (NL),6.1,87582
Vacation,4.199699612903226,2015,tt1524930,Comedy,WB (NL),6.1,87582
Extraordinary Measures,-0.08678306451612904,2010,tt1244659,Drama,CBS,6.5,15673
Crazy Rich Asians,12.754421066666668,2018,tt3104988,Comedy,WB,7.0,96617
Crazy Rich Asians,12.754421066666668,2018,tt3104988,Romance,WB,7.0,96617
The Vow,9.754406333333334,2012,tt1606389,Drama,SGem,6.8,173629
The Vow,9.754406333333334,2012,tt1606389,Romance,SGem,6.8,173629
Sisters,5.4358435,2015,tt1850457,Comedy,Uni.,6.0,58994
Looper,6.898420333333333,2012,tt1276104,Action,TriS,7.4,500595
Looper,6.898420333333333,2012,tt1276104,Crime,TriS,7.4,500595
Looper,6.898420333333333,2012,tt1276104,Drama,TriS,7.4,500595
Warm Bodies,5.050075666666666,2013,tt1588173,Comedy,LG/S,6.9,208709
Warm Bodies,5.050075666666666,2013,tt1588173,Horror,LG/S,6.9,208709
Warm Bodies,5.050075666666666,2013,tt1588173,Romance,LG/S,6.9,208709
The Nut Job,5.226050133333334,2014,tt1821658,Adventure,ORF,5.7,24587
The Nut Job,5.226050133333334,2014,tt1821658,Animation,ORF,5.7,24587
The Nut Job,5.226050133333334,2014,tt1821658,Comedy,ORF,5.7,24587
Hope Springs,5.554043533333333,2012,tt1535438,Comedy,Sony,6.3,38667
Hope Springs,5.554043533333333,2012,tt1535438,Drama,Sony,6.3,38667
Hope Springs,5.554043533333333,2012,tt1535438,Romance,Sony,6.3,38667
Midnight in Paris,6.310647866666667,2011,tt1605783,Comedy,SPC,7.7,356500
Midnight in Paris,6.310647866666667,2011,tt1605783,Fantasy,SPC,7.7,356500
Midnight in Paris,6.310647866666667,2011,tt1605783,Romance,SPC,7.7,356500
Darkest Hour,5.908343066666666,2017,tt4555426,Biography,Focus,7.4,136546
Darkest Hour,5.908343066666666,2017,tt4555426,Drama,Focus,7.4,136546
Darkest Hour,5.908343066666666,2017,tt4555426,History,Focus,7.4,136546
Life of the Party,2.9606607333333335,2018,tt5619332,Comedy,WB (NL),5.5,25756
Letters to Juliet,3.5060330333333334,2010,tt0892318,Adventure,Sum.,6.6,86137
Letters to Juliet,3.5060330333333334,2010,tt0892318,Comedy,Sum.,6.6,86137
Letters to Juliet,3.5060330333333334,2010,tt0892318,Drama,Sum.,6.6,86137
Southpaw,3.885946966666667,2015,tt1798684,Drama,Wein.,7.4,199783
Southpaw,3.885946966666667,2015,tt1798684,Sport,Wein.,7.4,199783
Atomic Blonde,3.9973116,2017,tt2406566,Action,Focus,6.7,150407
Atomic Blonde,3.9973116,2017,tt2406566,Mystery,Focus,6.7,150407
Atomic Blonde,3.9973116,2017,tt2406566,Thriller,Focus,6.7,150407
Sicario,3.3761014,2015,tt3397884,Action,LGF,7.6,328548
Sicario,3.3761014,2015,tt3397884,Crime,LGF,7.6,328548
Sicario,3.3761014,2015,tt3397884,Drama,LGF,7.6,328548
Den of Thieves,3.1693004333333334,2018,tt1259528,Action,STX,7.0,69648
Den of Thieves,3.1693004333333334,2018,tt1259528,Crime,STX,7.0,69648
Den of Thieves,3.1693004333333334,2018,tt1259528,Drama,STX,7.0,69648
The Three Stooges,2.2796824333333334,2012,tt0383010,Comedy,Fox,5.1,28570
The Three Stooges,2.2796824333333334,2012,tt0383010,Family,Fox,5.1,28570
John Wick,2.9757612,2014,tt2911666,Action,LG/S,7.4,449942
John Wick,2.9757612,2014,tt2911666,Crime,LG/S,7.4,449942
John Wick,2.9757612,2014,tt2911666,Thriller,LG/S,7.4,449942
The Age of Adaline,2.7204770666666667,2015,tt1655441,Drama,LGF,7.2,138924
The Age of Adaline,2.7204770666666667,2015,tt1655441,Fantasy,LGF,7.2,138924
The Age of Adaline,2.7204770666666667,2015,tt1655441,Romance,LGF,7.2,138924
Hanna,2.5200937666666667,2011,tt0993842,Action,Focus,6.8,179178
Hanna,2.5200937666666667,2011,tt0993842,Drama,Focus,6.8,179178
Hanna,2.5200937666666667,2011,tt0993842,Thriller,Focus,6.8,179178
The 15:17 to Paris,2.0790828666666665,2018,tt6802308,Biography,WB,5.2,21880
The 15:17 to Paris,2.0790828666666665,2018,tt6802308,Drama,WB,5.2,21880
The 15:17 to Paris,2.0790828666666665,2018,tt6802308,Thriller,WB,5.2,21880
Larry Crowne,2.235246,2011,tt1583420,Comedy,Uni.,6.1,58927
Larry Crowne,2.235246,2011,tt1583420,Drama,Uni.,6.1,58927
Larry Crowne,2.235246,2011,tt1583420,Romance,Uni.,6.1,58927
Entourage,1.6267314,2015,tt1674771,Comedy,WB,6.6,71519
The Five-Year Engagement,2.0108034666666668,2012,tt1195478,Comedy,Uni.,6.2,88469
The Five-Year Engagement,2.0108034666666668,2012,tt1195478,Romance,Uni.,6.2,88469
Winnie the Pooh,1.5612817666666667,2011,tt1449283,Adventure,BV,7.2,19605
Winnie the Pooh,1.5612817666666667,2011,tt1449283,Animation,BV,7.2,19605
Winnie the Pooh,1.5612817666666667,2011,tt1449283,Comedy,BV,7.2,19605
White Boy Rick,0.6650938666666667,2018,tt4537896,Crime,Studio 8,6.4,16255
White Boy Rick,0.6650938666666667,2018,tt4537896,Drama,Studio 8,6.4,16255
Sanctum,3.4055469333333335,2011,tt0881320,Adventure,Uni.,5.9,51318
Sanctum,3.4055469333333335,2011,tt0881320,Drama,Uni.,5.9,51318
Sanctum,3.4055469333333335,2011,tt0881320,Thriller,Uni.,5.9,51318
The Next Three Days,1.9468189,2010,tt1458175,Action,LGF,7.4,168066
The Next Three Days,1.9468189,2010,tt1458175,Crime,LGF,7.4,168066
The Next Three Days,1.9468189,2010,tt1458175,Drama,LGF,7.4,168066
Proud Mary,0.4192725666666667,2018,tt6421110,Action,SGem,4.9,6805
Proud Mary,0.4192725666666667,2018,tt6421110,Crime,SGem,4.9,6805
Proud Mary,0.4192725666666667,2018,tt6421110,Drama,SGem,4.9,6805
Runner Runner,1.6609775333333334,2013,tt2364841,Crime,Fox,5.6,58235
Runner Runner,1.6609775333333334,2013,tt2364841,Thriller,Fox,5.6,58235
Baahubali 2: The Conclusion,8.416290266666667,2017,tt4849438,Action,GrtIndia,8.3,65656
Baahubali 2: The Conclusion,8.416290266666667,2017,tt4849438,Drama,GrtIndia,8.3,65656
Steve Jobs,0.7781888333333333,2015,tt2080374,Biography,Uni.,7.2,138668
Steve Jobs,0.7781888333333333,2015,tt2080374,Drama,Uni.,7.2,138668
The Last Stand,1.0127018666666667,2013,tt1549920,Action,LGF,6.4,126623
The Last Stand,1.0127018666666667,2013,tt1549920,Thriller,LGF,6.4,126623
Dead Man Down,0.016508966666666666,2013,tt2101341,Action,FD,6.5,61238
Dead Man Down,0.016508966666666666,2013,tt2101341,Crime,FD,6.5,61238
Dead Man Down,0.016508966666666666,2013,tt2101341,Drama,FD,6.5,61238
The Space Between Us,-0.1877767,2017,tt3922818,Adventure,STX,6.4,41031
The Space Between Us,-0.1877767,2017,tt3922818,Drama,STX,6.4,41031
The Space Between Us,-0.1877767,2017,tt3922818,Romance,STX,6.4,41031
Kin,-0.4728361,2018,tt6017942,Action,LGF,5.7,9048
Kin,-0.4728361,2018,tt6017942,Drama,LGF,5.7,9048
Kin,-0.4728361,2018,tt6017942,Sci-Fi,LGF,5.7,9048
Stronger,-0.5667373,2017,tt3881784,Biography,RAtt.,7.0,33464
Stronger,-0.5667373,2017,tt3881784,Drama,RAtt.,7.0,33464
Stronger,-0.5667373,2017,tt5738152,Drama,RAtt.,6.8,22
Machine Gun Preacher,-0.8579774,2011,tt1586752,Action,Rela.,6.8,60074
Machine Gun Preacher,-0.8579774,2011,tt1586752,Biography,Rela.,6.8,60074
Machine Gun Preacher,-0.8579774,2011,tt1586752,Crime,Rela.,6.8,60074
Pitch Perfect 2,15.273162,2015,tt2848292,Comedy,Uni.,6.4,130692
Pitch Perfect 2,15.273162,2015,tt2848292,Music,Uni.,6.4,130692
The Boss,3.887233344827586,2016,tt2702724,Comedy,Uni.,5.4,39096
Logan Lucky,1.4842383793103449,2017,tt5439796,Comedy,BST,7.0,105966
Logan Lucky,1.4842383793103449,2017,tt5439796,Crime,BST,7.0,105966
Logan Lucky,1.4842383793103449,2017,tt5439796,Drama,BST,7.0,105966
Florence Foster Jenkins,1.8753141034482759,2016,tt4136084,Biography,Par.,6.8,44970
Florence Foster Jenkins,1.8753141034482759,2016,tt4136084,Comedy,Par.,6.8,44970
Florence Foster Jenkins,1.8753141034482759,2016,tt4136084,Drama,Par.,6.8,44970
Straight Outta Compton,11.9778845,2015,tt1398426,Biography,Uni.,7.9,165307
Straight Outta Compton,11.9778845,2015,tt1398426,Drama,Uni.,7.9,165307
Straight Outta Compton,11.9778845,2015,tt1398426,History,Uni.,7.9,165307
Girls Trip,8.142673857142857,2017,tt3564472,Comedy,Uni.,6.2,29321
Girls Trip,8.142673857142857,2017,tt3564472,Drama,Uni.,6.2,29321
A Bad Moms Christmas,6.13647175,2017,tt6359956,Adventure,STX,5.5,33056
A Bad Moms Christmas,6.13647175,2017,tt6359956,Comedy,STX,5.5,33056
Safe Haven,4.908931107142857,2013,tt1702439,Drama,Rela.,6.7,97055
Safe Haven,4.908931107142857,2013,tt1702439,Romance,Rela.,6.7,97055
Safe Haven,4.908931107142857,2013,tt1702439,Thriller,Rela.,6.7,97055
The Big Short,6.265093642857143,2015,tt1596363,Biography,Par.,7.8,309227
The Big Short,6.265093642857143,2015,tt1596363,Comedy,Par.,7.8,309227
The Big Short,6.265093642857143,2015,tt1596363,Drama,Par.,7.8,309227
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",5.011908428571428,2014,tt1698641,Comedy,BV,6.2,37325
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",5.011908428571428,2014,tt1698641,Family,BV,6.2,37325
Last Vegas,5.315297642857143,2013,tt1204975,Comedy,CBS,6.6,121409
Last Vegas,5.315297642857143,2013,tt1204975,Drama,CBS,6.6,121409
Tag,3.705600392857143,2018,tt2854926,Comedy,WB (NL),6.5,85186
Kick-Ass,4.200087035714286,2010,tt1250777,Action,LGF,7.6,497363
Kick-Ass,4.200087035714286,2010,tt1250777,Comedy,LGF,7.6,497363
30 Minutes or Less,1.7864514285714286,2011,tt1622547,Action,Sony,6.1,87254
30 Minutes or Less,1.7864514285714286,2011,tt1622547,Comedy,Sony,6.1,87254
30 Minutes or Less,1.7864514285714286,2011,tt1622547,Crime,Sony,6.1,87254
3 Days to Kill,1.4877821071428572,2014,tt2172934,Action,Rela.,6.2,81681
3 Days to Kill,1.4877821071428572,2014,tt2172934,Drama,Rela.,6.2,81681
3 Days to Kill,1.4877821071428572,2014,tt2172934,Thriller,Rela.,6.2,81681
Kick-Ass 2,2.283067642857143,2013,tt1650554,Action,Uni.,6.6,238832
Kick-Ass 2,2.283067642857143,2013,tt1650554,Comedy,Uni.,6.6,238832
Kick-Ass 2,2.283067642857143,2013,tt1650554,Crime,Uni.,6.6,238832
A Walk Among the Tombstones,2.147366857142857,2014,tt0365907,Action,Uni.,6.5,105116
A Walk Among the Tombstones,2.147366857142857,2014,tt0365907,Crime,Uni.,6.5,105116
A Walk Among the Tombstones,2.147366857142857,2014,tt0365907,Drama,Uni.,6.5,105116
The Spy Next Door,1.537855857142857,2010,tt1273678,Action,LGF,5.5,36767
The Spy Next Door,1.537855857142857,2010,tt1273678,Comedy,LGF,5.5,36767
The Spy Next Door,1.537855857142857,2010,tt1273678,Family,LGF,5.5,36767
Brick Mansions,2.35064475,2014,tt1430612,Action,Rela.,5.7,37528
Brick Mansions,2.35064475,2014,tt1430612,Crime,Rela.,5.7,37528
American Ultra,0.5976790357142857,2015,tt3316948,Action,LGF,6.1,76769
American Ultra,0.5976790357142857,2015,tt3316948,Comedy,LGF,6.1,76769
American Ultra,0.5976790357142857,2015,tt3316948,Sci-Fi,LGF,6.1,76769
Pride and Prejudice and Zombies,-0.01622889285714286,2016,tt1374989,Action,SGem,5.8,46187
Pride and Prejudice and Zombies,-0.01622889285714286,2016,tt1374989,Comedy,SGem,5.8,46187
Pride and Prejudice and Zombies,-0.01622889285714286,2016,tt1374989,Horror,SGem,5.8,46187
Joyful Noise,1.2578191636363636,2012,tt1710396,Comedy,WB,5.8,7575
Joyful Noise,1.2578191636363636,2012,tt1710396,Drama,WB,5.8,7575
Joyful Noise,1.2578191636363636,2012,tt1710396,Music,WB,5.8,7575
Anonymous,-0.26258905454545456,2011,tt1521197,Drama,Sony,6.9,37932
Anonymous,-0.26258905454545456,2011,tt1521197,Thriller,Sony,6.9,37932
Limitless,7.696828666666667,2011,tt1219289,Mystery,Rela.,7.4,492490
Limitless,7.696828666666667,2011,tt1219289,Sci-Fi,Rela.,7.4,492490
Limitless,7.696828666666667,2011,tt1219289,Thriller,Rela.,7.4,492490
Money Monster,3.980672962962963,2016,tt2241351,Crime,TriS,6.5,86607
Money Monster,3.980672962962963,2016,tt2241351,Drama,TriS,6.5,86607
Money Monster,3.980672962962963,2016,tt2241351,Thriller,TriS,6.5,86607
Lawless,2.5304222307692306,2012,tt1212450,Crime,Wein.,7.3,214055
Lawless,2.5304222307692306,2012,tt1212450,Drama,Wein.,7.3,214055
The Best of Me,1.6086781153846155,2014,tt1972779,Drama,Rela.,6.7,59750
The Best of Me,1.6086781153846155,2014,tt1972779,Romance,Rela.,6.7,59750
The Raven,0.7926951153846153,2012,tt1486192,Crime,Rela.,6.4,79578
The Raven,0.7926951153846153,2012,tt1486192,Mystery,Rela.,6.4,79578
The Raven,0.7926951153846153,2012,tt1486192,Thriller,Rela.,6.4,79578
The Fifth Estate,-0.6381406153846154,2013,tt1837703,Biography,BV,6.2,36392
The Fifth Estate,-0.6381406153846154,2013,tt1837703,Drama,BV,6.2,36392
The Fifth Estate,-0.6381406153846154,2013,tt1837703,Thriller,BV,6.2,36392
The Help,14.31302364,2011,tt1454029,Drama,BV,8.1,392699
Hidden Figures,15.05516012,2016,tt4846340,Biography,Fox,7.8,171131
Hidden Figures,15.05516012,2016,tt4846340,Drama,Fox,7.8,171131
Hidden Figures,15.05516012,2016,tt4846340,History,Fox,7.8,171131
Ride Along,10.5174546,2014,tt1408253,Action,Uni.,6.2,94529
Ride Along,10.5174546,2014,tt1408253,Comedy,Uni.,6.2,94529
Ride Along,10.5174546,2014,tt1408253,Crime,Uni.,6.2,94529
Dear John,7.88193404,2010,tt0989757,Drama,SGem,6.3,128657
Dear John,7.88193404,2010,tt0989757,Romance,SGem,6.3,128657
Dear John,7.88193404,2010,tt0989757,War,SGem,6.3,128657
Parental Guidance,6.92398716,2012,tt1047540,Comedy,Fox,6.1,23711
Parental Guidance,6.92398716,2012,tt1047540,Family,Fox,6.1,23711
No Strings Attached,7.79561192,2011,tt1411238,Comedy,Par.,6.2,197663
No Strings Attached,7.79561192,2011,tt1411238,Romance,Par.,6.2,197663
Contraband,5.5973942,2012,tt1524137,Action,Uni.,6.5,111709
Contraband,5.5973942,2012,tt1524137,Crime,Uni.,6.5,111709
Contraband,5.5973942,2012,tt1524137,Drama,Uni.,6.5,111709
The Lucky One,5.28363884,2012,tt1327194,Drama,WB,6.5,94359
The Lucky One,5.28363884,2012,tt1327194,Romance,WB,6.5,94359
The Giver,3.46522316,2014,tt0435651,Drama,Wein.,6.5,104999
The Giver,3.46522316,2014,tt0435651,Romance,Wein.,6.5,104999
The Giver,3.46522316,2014,tt0435651,Sci-Fi,Wein.,6.5,104999
The Night Before,2.81852284,2015,tt3530002,Adventure,Sony,6.4,58455
The Night Before,2.81852284,2015,tt3530002,Comedy,Sony,6.4,58455
The Night Before,2.81852284,2015,tt3530002,Fantasy,Sony,6.4,58455
August: Osage County,2.5391048,2013,tt1322269,Comedy,Wein.,7.2,79383
August: Osage County,2.5391048,2013,tt1322269,Drama,Wein.,7.2,79383
Million Dollar Arm,2.02663484,2014,tt1647668,Biography,BV,7.0,41008
Million Dollar Arm,2.02663484,2014,tt1647668,Drama,BV,7.0,41008
Million Dollar Arm,2.02663484,2014,tt1647668,Sport,BV,7.0,41008
Peppermint,2.48877924,2018,tt6850820,Action,STX,6.5,35854
Peppermint,2.48877924,2018,tt6850820,Crime,STX,6.5,35854
Peppermint,2.48877924,2018,tt6850820,Drama,STX,6.5,35854
The Gambler,1.89596092,2014,tt2039393,Crime,Par.,6.0,59995
The Gambler,1.89596092,2014,tt2039393,Drama,Par.,6.0,59995
The Gambler,1.89596092,2014,tt2039393,Thriller,Par.,6.0,59995
Fist Fight,1.89893732,2017,tt3401882,Comedy,WB (NL),5.6,35136
The Sitter,1.7716792,2011,tt1366344,Comedy,Fox,5.7,65575
Draft Day,1.34758868,2014,tt2223990,Drama,LG/S,6.8,48812
Draft Day,1.34758868,2014,tt2223990,Sport,LG/S,6.8,48812
Rings,3.42841204,2017,tt0498381,Drama,Par.,4.5,34151
Rings,3.42841204,2017,tt0498381,Horror,Par.,4.5,34151
Rings,3.42841204,2017,tt0498381,Mystery,Par.,4.5,34151
The Losers,1.13821088,2010,tt0480255,Action,WB,6.4,83876
The Losers,1.13821088,2010,tt0480255,Adventure,WB,6.4,83876
The Losers,1.13821088,2010,tt0480255,Crime,WB,6.4,83876
The Eagle,1.33934356,2011,tt1034389,Action,Focus,6.2,61475
The Eagle,1.33934356,2011,tt1034389,Adventure,Focus,6.2,61475
The Eagle,1.33934356,2011,tt1034389,Drama,Focus,6.2,61475
Shark Night 3D,0.51017224,2011,tt1633356,Horror,Rela.,4.0,23190
Shark Night 3D,0.51017224,2011,tt1633356,Thriller,Rela.,4.0,23190
Father Figures,0.5415874,2017,tt1966359,Adventure,WB,5.5,14373
Father Figures,0.5415874,2017,tt1966359,Comedy,WB,5.5,14373
Father Figures,0.5415874,2017,tt1966359,Drama,WB,5.5,14373
The Counselor,2.51932196,2013,tt2193215,Crime,Fox,5.3,92096
The Counselor,2.51932196,2013,tt2193215,Drama,Fox,5.3,92096
The Counselor,2.51932196,2013,tt2193215,Thriller,Fox,5.3,92096
Mary Queen of Scots,1.52812928,2018,tt2328900,Biography,Focus,6.3,23866
Mary Queen of Scots,1.52812928,2018,tt2328900,Drama,Focus,6.3,23866
Mary Queen of Scots,1.52812928,2018,tt2328900,History,Focus,6.3,23866
My Soul to Take,0.2588762,2010,tt0872230,Horror,Uni.,4.8,18381
My Soul to Take,0.2588762,2010,tt0872230,Mystery,Uni.,4.8,18381
My Soul to Take,0.2588762,2010,tt0872230,Thriller,Uni.,4.8,18381
Warrior,0.5149,2011,tt1291584,Drama,LGF,8.2,403755
Warrior,0.5149,2011,tt1291584,Sport,LGF,8.2,403755
Battle of the Sexes,0.2433562,2017,tt4622512,Biography,FoxS,6.7,43245
Battle of the Sexes,0.2433562,2017,tt4622512,Comedy,FoxS,6.7,43245
Battle of the Sexes,0.2433562,2017,tt4622512,Drama,FoxS,6.7,43245
The 33,0.62513748,2015,tt2006295,Biography,WB,6.9,32263
The 33,0.62513748,2015,tt2006295,Drama,WB,6.9,32263
The 33,0.62513748,2015,tt2006295,History,WB,6.9,32263
Tulip Fever,-0.63006388,2017,tt0491203,Drama,Wein.,6.2,15037
Tulip Fever,-0.63006388,2017,tt0491203,History,Wein.,6.2,15037
Tulip Fever,-0.63006388,2017,tt0491203,Romance,Wein.,6.2,15037
Legend,0.77193776,2015,tt3381068,Horror,Uni.,3.5,303
Legend,0.77193776,2015,tt3569230,Biography,Uni.,7.0,138947
Legend,0.77193776,2015,tt3569230,Crime,Uni.,7.0,138947
Legend,0.77193776,2015,tt3569230,Drama,Uni.,7.0,138947
Think Like a Man Too,4.6273591666666665,2014,tt2239832,Comedy,SGem,5.8,18533
Think Like a Man Too,4.6273591666666665,2014,tt2239832,Romance,SGem,5.8,18533
Fences,4.0819077083333335,2016,tt2671706,Drama,Par.,7.2,86749
Piranha 3D,3.527638125,2010,tt0464154,Comedy,W/Dim.,5.4,81327
Piranha 3D,3.527638125,2010,tt0464154,Horror,W/Dim.,5.4,81327
Faster,1.459706875,2010,tt1433108,Action,CBS,6.5,93618
Faster,1.459706875,2010,tt1433108,Crime,CBS,6.5,93618
Faster,1.459706875,2010,tt1433108,Drama,CBS,6.5,93618
I Don't Know How She Does It,0.4222307083333333,2011,tt1742650,Comedy,Wein.,4.9,18552
I Don't Know How She Does It,0.4222307083333333,2011,tt1742650,Romance,Wein.,4.9,18552
Green Book,16.700635217391305,2018,tt6966692,Biography,Uni.,8.3,204972
Green Book,16.700635217391305,2018,tt6966692,Comedy,Uni.,8.3,204972
Green Book,16.700635217391305,2018,tt6966692,Drama,Uni.,8.3,204972
The Wedding Ringer,5.288339434782609,2015,tt0884732,Comedy,SGem,6.7,66893
The Ides of March,4.1608025652173914,2011,tt1124035,Drama,Sony,7.1,207417
The Ides of March,4.1608025652173914,2011,tt1124035,Thriller,Sony,7.1,207417
The Hate U Give,1.8168325217391303,2018,tt5580266,Crime,Fox,7.3,17583
The Hate U Give,1.8168325217391303,2018,tt5580266,Drama,Fox,7.3,17583
Nocturnal Animals,0.9138683555555556,2016,tt4550098,Drama,Focus,7.5,205240
Nocturnal Animals,0.9138683555555556,2016,tt4550098,Thriller,Focus,7.5,205240
Son of God,4.938629863636364,2014,tt3210686,Biography,Fox,5.8,17606
Son of God,4.938629863636364,2014,tt3210686,Drama,Fox,5.8,17606
Son of God,4.938629863636364,2014,tt3210686,History,Fox,5.8,17606
The Hundred-Foot Journey,5.7502695,2014,tt2980648,Comedy,BV,7.3,69562
The Hundred-Foot Journey,5.7502695,2014,tt2980648,Drama,BV,7.3,69562
Diary of a Wimpy Kid: Dog Days,4.738107136363636,2012,tt2023453,Comedy,Fox,6.3,19571
Diary of a Wimpy Kid: Dog Days,4.738107136363636,2012,tt2023453,Family,Fox,6.3,19571
Delivery Man,3.599849409090909,2013,tt2387559,Comedy,BV,6.4,70706
Delivery Man,3.599849409090909,2013,tt2387559,Drama,BV,6.4,70706
"Hail, Caesar!",3.2836775,2016,tt0475290,Comedy,Uni.,6.3,111422
"Hail, Caesar!",3.2836775,2016,tt0475290,Drama,Uni.,6.3,111422
"Hail, Caesar!",3.2836775,2016,tt0475290,Music,Uni.,6.3,111422
Diary of a Wimpy Kid: The Long Haul,1.561286409090909,2017,tt6003368,Comedy,Fox,4.4,5635
Diary of a Wimpy Kid: The Long Haul,1.561286409090909,2017,tt6003368,Family,Fox,4.4,5635
Homefront,2.2660842727272725,2013,tt2312718,Action,ORF,6.5,98549
Homefront,2.2660842727272725,2013,tt2312718,Thriller,ORF,6.5,98549
