title,year,popularity,vote_average,vote_count
Mutt,2017,0.89,9.0,1
Rise of the Warrior Apes,2017,0.89,7.0,1
Beaches,2017,0.89,5.9,9
Kobalt Blue,2017,0.889,10.0,1
Carpool Karaoke Primetime Special 2017,2017,0.889,8.0,1
No Other Way to Say It,2017,0.889,7.0,1
The End: Inside The Last Days of the Obama White House,2017,0.889,7.0,1
Frontline: President Trump,2017,0.889,7.0,1
I Know You from Somewhere,2017,0.889,5.0,1
Come Before Winter,2017,0.889,4.0,1
After School Special,2017,0.886,3.0,5
City of Jade,2017,0.883,4.0,1
12 Days of Giving,2017,0.88,5.9,6
A Million Happy Nows,2017,0.88,5.6,9
The Devil in White,2014,0.878,6.0,1
Unlisted Owner,2014,0.878,1.0,1
Wormwood,2017,0.877,6.9,14
Zombies,2017,0.874,3.1,14
Stalker's Prey,2017,0.871,6.0,7
Aditi Mittal: Things They Wouldn't Let Me Say,2017,0.863,4.6,7
Say You Will,2017,0.863,4.5,2
The Black Prince,2017,0.862,4.6,6
Abortion: Stories Women Tell,2016,0.86,7.0,5
Woodpeckers,2017,0.86,6.0,8
Painted Woman,2017,0.86,3.1,4
The Last Shaman,2017,0.856,7.8,8
Chavela,2017,0.853,8.8,8
Nun,2017,0.852,7.3,4
15: A Quinceanera Story: Zoey,2017,0.852,7.0,1
Deadpool Musical: Beauty and the Beast Gaston Parody,2017,0.851,7.4,8
That Summer,2017,0.846,5.8,5
Game,2017,0.845,6.0,4
Asteria,2017,0.844,6.1,7
Resident Evil: The Final Chapter,2017,0.844,5.9,1859
Pure,2017,0.84,10.0,1
Peak Phosphorus,2016,0.84,10.0,1
No Roads In,2017,0.84,10.0,1
See You Yesterday,2017,0.84,10.0,1
Indulge,2017,0.84,10.0,1
Champion,2017,0.84,10.0,1
Raising Bertie,2017,0.84,10.0,2
Meeting MacGuffin,2017,0.84,9.5,2
As the Crow Flies,2017,0.84,9.0,2
Conquering Northern China,2017,0.84,9.0,1
Johanne,2017,0.84,9.0,2
The Big Lonely,2014,0.84,9.0,1
MOVE,2017,0.84,8.0,1
Holy Grail,2017,0.84,8.0,1
I Need You to Kill,2017,0.84,8.0,1
In a Nutshell,2017,0.84,8.0,2
A Crimson Man,2017,0.84,8.0,3
In Our Hands: The Battle for Jerusalem,2017,0.84,8.0,2
The Prison in Twelve Landscapes,2016,0.84,8.0,1
Darrow & Darrow,2017,0.84,7.7,3
Hunters' Crossing,2017,0.84,7.5,2
Cassini's Grand Finale,2017,0.84,7.5,1
Trumped: Inside the Greatest Political Upset of All Time,2017,0.84,7.5,6
The Beautiful Ones,2017,0.84,7.5,2
The Robbery,2017,0.84,7.3,3
Save,2017,0.84,7.0,1
Field Song,2017,0.84,7.0,1
A River Below,2017,0.84,7.0,3
The Collection,2017,0.84,7.0,1
Kuro,2017,0.84,7.0,2
Wexford Plaza,2017,0.84,7.0,1
The Nurse,2017,0.84,6.8,5
Story of a Girl,2017,0.84,6.8,4
Atomic Homefront,2017,0.84,6.7,3
Dolores,2017,0.84,6.5,2
Good After Bad,2017,0.84,6.5,2
Obit,2017,0.84,6.4,8
Crystal,2017,0.84,6.0,1
Bride of Frankie,2017,0.84,6.0,1
The Flat Earth,2017,0.84,6.0,1
Midnight Macabre,2017,0.84,6.0,1
JFK: The Making of a President,2017,0.84,6.0,2
Buddies In India,2017,0.84,6.0,1
The Who: Tommy Live at The Royal Albert Hall,2017,0.84,5.5,2
Chasing Valentine,2015,0.84,5.5,3
Diary of a Necromancer,2017,0.84,5.0,1
Buckets,2017,0.84,5.0,1
Entropy,2017,0.84,5.0,1
"Don't Swallow My Heart, Alligator Girl",2017,0.84,5.0,1
Mantra: Sounds Into Silence,2017,0.84,4.0,1
Music Is My Mistress,2017,0.84,4.0,1
Neda,2017,0.84,3.0,1
Hooker with a Hacksaw,2017,0.84,3.0,1
Aliens & Gufors,2017,0.84,3.0,1
Minecraft: Through the Nether Portal,2017,0.84,2.5,1
Texas Terror Tales,2017,0.84,2.0,1
Poop Emoji,2017,0.84,2.0,1
Blood Prism,2017,0.84,2.0,1
Bloody Drama,2017,0.84,1.0,2
Fear & Shame,2017,0.839,8.0,4
3 Foot Ball and Souls,2017,0.838,0.0,1
Depression,2017,0.836,1.0,1
Miniverse,2017,0.835,9.0,1
The Wrong Mother,2017,0.834,5.1,5
100% Taxes,2017,0.833,10.0,1
Sea Change,2017,0.832,5.4,5
Pop Aye,2017,0.826,6.3,6
The Glass Coffin,2017,0.822,6.2,5
Space Boobs In Space,2017,0.812,5.3,3
A Neighbor's Deception,2017,0.805,7.0,6
11/8/16,2017,0.803,6.3,6
Motivation 3: The Next Generation,2017,0.802,6.2,5
A Christmas Cruise,2017,0.802,5.3,6
Obey Giant,2017,0.802,4.7,3
Love & Saucers,2017,0.801,9.2,6
The Doll,2017,0.801,3.4,5
Apache Warrior,2017,0.8,1.3,4
Death Pool,2017,0.799,4.2,5
Buena Vista Social Club: Adios,2017,0.797,9.5,5
"Ram Dass, Going Home",2017,0.797,6.5,6
Firstborn,2017,0.796,7.3,3
Black Holes,2017,0.795,5.5,6
Behind the Curtain: Todrick Hall,2017,0.794,7.2,7
The Ring Thing,2017,0.794,6.3,4
Coffee with Ana,2017,0.793,6.3,3
Disgraced,2017,0.79,6.7,6
Cherry Bomb: The Documentary,2017,0.789,7.2,6
Mountain Devil,2017,0.789,3.2,6
Ruby Ridge,2017,0.787,6.6,4
Now More than Ever: The History of Chicago,2016,0.786,7.6,5
Wheeler,2017,0.786,7.6,5
New Wave: Dare to be Different,2017,0.786,6.8,5
Pool Party Massacre,2017,0.786,4.0,5
This Is Everything: Gigi Gorgeous,2017,0.783,5.6,5
The Price,2017,0.781,3.3,4
Deadly Exchange,2017,0.778,5.6,4
Barbecue,2017,0.776,7.5,13
The Strange Name Movie,2017,0.771,6.4,5
Woman of the House,2017,0.771,5.1,5
A Lover Betrayed,2017,0.769,4.8,2
Winning,2017,0.767,6.2,5
Nekopara,2017,0.766,8.0,3
Twenty Two,2017,0.765,7.4,5
Runaway Christmas Bride,2017,0.762,4.5,4
Tempestad,2017,0.761,7.7,5
VHS Revolution,2017,0.759,6.5,4
Boomtown,2017,0.759,0.0,2
A Very Lovely Dream: One Week in Twin Peaks,2017,0.756,8.0,2
Lindsey Stirling: Brave Enough,2017,0.755,8.0,3
Breaking Legs,2017,0.755,7.3,3
Slamma Jamma,2017,0.751,5.2,9
Tiffany Haddish: She Ready! From the Hood to Hollywood!,2017,0.748,7.4,12
Chocolate City: Vegas,2017,0.743,4.7,3
Machines,2017,0.741,6.0,4
Big Sonia,2017,0.74,9.3,4
Flesh and Blood,2017,0.739,6.3,4
42 Grams,2017,0.738,8.0,4
Born and Missing,2017,0.737,3.3,3
The 5th Kind,2017,0.736,3.5,4
Off the Rails,2017,0.734,5.0,4
John G. Avildsen: King of the Underdogs,2017,0.731,6.0,2
Armaan: Story of a Storyteller,2017,0.73,9.3,4
Long Strange Trip,2017,0.729,8.3,4
Search for the Super Battery,2017,0.729,6.8,4
The Narrow World,2017,0.729,5.0,4
Butterfly Kisses,2017,0.729,4.5,4
Bruno Mars: 24K Magic Live at the Apollo,2017,0.728,7.7,3
Juggernaut,2017,0.728,5.3,3
Killer Christmas,2017,0.727,7.3,3
Backfire,2017,0.727,5.5,2
On the Seventh Day,2017,0.724,7.0,2
The Great & The Small,2016,0.724,6.0,4
Lasagna Cat - Telephone Sex Survey Results,2017,0.722,10.0,1
SILICON VALLEY REVOLUTION,2017,0.722,7.0,1
Eric Clapton: Live In San Diego (with Special Guest JJ Cale),2017,0.721,1.0,1
The Untold Tales of Armistead Maupin,2017,0.72,8.2,3
This Is Bob Hope...,2017,0.719,8.0,1
Birth of a Movement,2017,0.718,7.0,2
Fucking Bunnies,2017,0.717,7.0,2
The Devotion of Suspect X,2017,0.716,7.0,3
Giantess Attack,2017,0.716,4.0,1
Fits and Starts,2017,0.715,7.0,3
Roy Wood Jr.: Father Figure,2017,0.715,7.0,3
Missing 411,2017,0.715,6.0,11
American Folk,2018,0.714,5.3,3
Fear Us Women,2017,0.712,6.0,1
Devil's Trail,2017,0.711,6.3,3
Christmas in Rockefeller Center,2017,0.711,4.0,3
Wait for Your Laugh,2017,0.71,9.0,3
Baltimore Rising,2017,0.71,7.0,3
American Circumcision,2017,0.71,6.3,3
Warrior Road,2017,0.709,6.0,2
Hanazuki: Full of Treasures,2017,0.708,8.0,3
The Theta Girl,2017,0.708,6.0,3
Butcher the Bakers,2017,0.708,6.0,2
Food on the Go,2017,0.707,6.7,3
Party Boat,2017,0.707,4.7,3
Red Trees,2017,0.706,7.5,2
Inside You,2017,0.706,1.0,3
The Blood Is at the Doorstep,2017,0.705,5.5,3
American Illuminati,2017,0.705,3.0,3
Frank Serpico,2017,0.704,6.0,2
Media Studies,2017,0.704,4.0,3
Claw,2017,0.703,6.3,3
Pria,2017,0.702,8.0,3
The Last Animals,2017,0.702,7.3,3
Lunar,2017,0.702,7.2,3
Surprise Me,2017,0.702,7.0,3
Rasp,2017,0.702,4.5,3
Splitting Image,2017,0.701,6.0,1
Fry Day,2017,0.7,5.3,3
The Slayer,2017,0.7,3.7,3
"Ricky Dicks' Rock Docs: ""I Feel Love""",2017,0.699,10.0,2
Hydrangea,2017,0.699,7.3,3
Dr. Jekyll and Mr. Hyde,2017,0.699,5.0,3
Extraordinary,2017,0.698,8.0,1
Spidarlings,2017,0.697,9.5,3
You Killed My Mother,2017,0.696,5.0,1
Ladies First,2017,0.695,8.2,9
The Midnight Man,2017,0.695,6.0,2
Gali Guleiyan,2017,0.694,6.0,1
Katy Perry: Will You Be My Witness?,2017,0.693,10.0,1
Bad Binoculars,2017,0.691,7.0,1
Ghost Source Zero,2017,0.69,10.0,1
Logic's Everybody Documentary,2017,0.69,10.0,2
Bravengers: Age of Buldgetron,2017,0.69,2.0,1
"Burn Motherfucker, Burn!",2017,0.689,6.0,1
County Line,2017,0.689,4.5,2
Blood Ride,2017,0.689,0.0,1
This Was the XFL,2017,0.688,8.0,1
The Mothman of Point Pleasant,2017,0.688,5.8,6
Vikes,2017,0.687,6.5,2
5-25-77,2017,0.687,6.0,1
Battle Scars,2017,0.687,2.0,2
The B-Side: Elsa Dorfman's Portrait Photography,2017,0.686,7.0,4
Joe's War,2017,0.685,4.0,1
Ambition's Debt,2017,0.683,10.0,1
Kinda Funny Live 2,2017,0.683,10.0,1
Mr. Gay Syria,2017,0.683,7.0,1
Don't Ever Change,2017,0.683,6.0,2
Spring Awakening,2017,0.682,9.5,2
SENTiNEL,2017,0.682,6.0,2
The Wrong Man,2017,0.682,4.0,2
Billy Star,2017,0.681,9.0,2
Evil in Her,2017,0.681,7.5,2
36 Hour Layover,2016,0.68,10.0,1
Bob Saget: Zero to Sixty,2017,0.68,6.5,2
An Elder Man,2017,0.68,6.0,1
Don't Answer the Door,2017,0.68,4.0,2
Hero,2017,0.679,8.5,2
Helltown,2017,0.679,7.5,2
Whisper,2017,0.679,6.0,2
Cassidy Red,2017,0.678,7.0,2
The Grinn,2017,0.678,6.0,2
Because of Gracia,2017,0.677,7.0,2
Love Means Zero,2017,0.677,6.0,2
Made Me Do It,2017,0.677,4.5,2
#FromJennifer,2017,0.677,4.0,2
Red White Black & Blue Odyssey,2017,0.676,8.0,2
Maynard,2018,0.676,7.0,1
Dying Laughing,2017,0.676,5.8,8
The Dark Hunger,2017,0.675,6.0,1
The Cropsey Incident,2017,0.675,3.5,2
Alternative Math,2017,0.674,7.5,2
Prism,2017,0.673,6.0,2
The Plan,2017,0.673,5.5,2
Breaking Point,2017,0.672,9.5,2
Zombie Pizza,2017,0.672,9.3,2
Westworld to Yuma,2017,0.672,8.0,2
Chonda Pierce: Enough,2017,0.672,8.0,2
Party Night,2017,0.672,7.0,2
White Boy,2017,0.671,9.0,2
After Auschwitz,2017,0.671,8.0,2
Fallen,2017,0.671,8.0,2
Extinghuished,2017,0.671,7.0,2
Call Your Father,2017,0.671,5.5,2
Ken Burns: America's Storyteller,2017,0.67,8.0,2
Deconstructing The Beatles' Revolver,2017,0.67,8.0,2
I Am Another You,2017,0.67,8.0,2
"Easy to Learn, Hard to Master: The Fate of Atari",2017,0.67,7.0,2
Assholes,2017,0.67,7.0,2
"Nick Cannon: Stand Up, Don't Shoot",2017,0.67,5.5,2
Painted Horses,2017,0.669,7.0,2
Trump's Lobby,2017,0.669,7.0,2
The Blockchain and Us,2017,0.669,6.0,2
Neverending Night: The Making of Blair Witch,2017,0.669,6.0,2
Thirst Street,2017,0.669,4.5,6
Scary Story Slumber Party,2017,0.669,3.5,2
Cats Kill,2017,0.669,3.0,2
Clanker Man,2017,0.666,9.0,1
The Man with the Gray Elevated Hair,2017,0.665,7.0,1
Take Every Wave: The Life of Laird Hamilton,2017,0.663,7.3,9
Vermilion,2017,0.662,10.0,1
Abby Singer/Songwriter,2015,0.661,9.0,2
Reindeer Lodge,2017,0.66,6.0,1
American Statesman: The Nick Freitas Story,2017,0.659,10.0,1
Sham love Series - Stop That Wedding,2017,0.658,9.0,1
Sound from the Deep,2017,0.656,8.0,1
Passfire,2016,0.656,7.3,10
An American in Texas,2017,0.656,7.0,1
Swiped,2017,0.656,6.0,1
Facing Mecca,2017,0.656,5.0,1
Abundant Acreage Available,2017,0.656,5.0,1
HairKutt,2007,0.653,10.0,2
U2 at The BBC,2017,0.652,10.0,1
The Shepherd,2017,0.652,9.0,1
A Pot of Boiling Oil,2017,0.652,7.0,1
Emilio Guzman: Alle Mensen Verzamelen,2017,0.652,6.7,3
Drain Alcatraz,2017,0.652,5.0,1
HAIM: Behind the Album,2017,0.652,1.0,1
The Newspaperman: The Life and Times of Ben Bradlee,2017,0.651,10.0,1
Inspired to Kill,2017,0.651,10.0,1
A Frozen Christmas 2,2017,0.651,8.0,1
1997: The Birth of the Camera Phone,2017,0.651,8.0,1
State of Modern Love,2017,0.651,7.0,1
Titanic: The New Evidence,2017,0.651,7.0,1
Bar Wrestling 5: This Is Halloween,2017,0.651,5.0,1
Anabolic Life,2017,0.651,5.0,1
Kate Can’t Swim,2017,0.65,7.0,1
Believe: The True Story of Real Bearded Santas,2017,0.65,6.0,1
The Vat19 Movie,2017,0.65,6.0,1
Tim & Faith: Soul2Soul,2017,0.65,6.0,1
Wild Honey,2017,0.649,10.0,1
FOX5 NEWS Special Report - 1 October: One Month Later,2017,0.649,10.0,1
Christmas Crime Story,2017,0.649,10.0,1
Aridity Enclosure 1,2017,0.649,10.0,1
Toxic Tutu,2017,0.649,10.0,1
Vacancy,2017,0.649,9.0,1
Lavell Crawford: Home for the Holidays,2017,0.649,7.0,1
She Was So Pretty: Be Good For Goodness Sake,2017,0.649,6.0,1
Brimstone & Glory,2017,0.649,5.0,1
Loon,2017,0.649,4.0,1
Wake The Dead,2017,0.649,2.0,1
Hot Lead,2017,0.648,10.0,1
Secrets of the Forbidden City,2017,0.648,10.0,1
Mouth to Mouth,2017,0.648,10.0,1
Bartender At Large,2017,0.648,9.0,1
Thomas & Friends: Christmas on Sodor,2017,0.648,9.0,1
Kim Swims,2017,0.648,8.0,1
Clementina,2017,0.648,8.0,1
In the Now,2017,0.648,5.0,1
Buckshot,2017,0.648,4.0,1
Gary Owen: I Got My Associates,2017,0.647,10.0,1
HoLy Cycles,2017,0.647,10.0,1
Secrets,2017,0.647,9.0,1
Die Laughing,2017,0.647,7.0,1
The Dark Files,2017,0.647,7.0,1
Steve McQueen: American Icon,2017,0.647,7.0,1
A Place to Be,2017,0.647,5.0,1
Highlights,2017,0.646,10.0,1
Real Artists,2017,0.646,9.0,1
Date of the Dead,2017,0.646,5.0,1
A Message For Brazey,2017,0.645,10.0,1
Two Steps from Hope,2017,0.645,8.8,6
Society,2017,0.645,8.0,1
Photokill,2017,0.645,7.0,1
No One Is Safe From Son of Sam,2017,0.645,6.0,1
Metamorphasize,2017,0.645,1.0,1
Fight Owens Fight: The Kevin Owens Story,2017,0.644,10.0,1
I Might Be There (I Won't),2017,0.644,10.0,1
Grasshopper Jungle,2017,0.644,8.0,1
Unconventional,2017,0.644,8.0,1
Creating a King: Summoning a God,2017,0.644,6.0,1
Vandals,2017,0.644,5.0,1
Unfallen,2017,0.644,5.0,1
Thugs vs. Dinosaurs,2017,0.644,3.0,1
FrankenSkies,2017,0.643,10.0,1
A Journey,2017,0.643,10.0,1
Hiding Under a Copy of the Strokes' Single 'Under Cover of Darkness',2017,0.643,10.0,1
Every Ambulation a Betrayal,2017,0.643,10.0,1
Alabama Bound,2017,0.643,8.5,1
Cautionary Tales,2017,0.643,7.0,1
As Good As You,2017,0.643,6.0,1
Cruel and Unusual,2017,0.643,5.0,1
Lost in Buffalo City,2017,0.643,4.0,1
"Die, My Dear",2017,0.643,4.0,1
Weird Ways of the Elite,2017,0.642,10.0,1
I Am the Doorway,2017,0.642,10.0,1
Bellator 178: Straus vs. Pitbull 4,2017,0.642,10.0,1
Macabre at Lighthouse Lake,2017,0.642,9.0,1
Catching Sight of Thelma & Louise,2017,0.642,8.0,1
A Ghost and the Boy with a Box on His Head,2017,0.642,8.0,1
Haus of Pain,2017,0.642,8.0,1
Witch-Hunt,2017,0.642,7.0,1
In Circles,2017,0.642,6.0,1
Al Madrigal: Shrimpin' Ain't Easy,2017,0.642,6.0,1
Newton's Grace,2017,0.642,5.0,1
Wave,2017,0.642,2.0,1
South Dakota,2017,0.642,2.0,1
Complainant,2017,0.641,10.0,1
Snowmads: A Journey Towards Eastern Suns,2017,0.641,10.0,1
The Chinese Exclusion Act,2017,0.641,8.0,1
Psycho Family,2017,0.641,8.0,1
Muhi – Generally Temporary,2017,0.641,8.0,1
The Tree,2017,0.641,7.0,1
Rio Ferdinand: Being Mum and Dad,2017,0.641,7.0,1
Surviving the Outbreak,2017,0.641,6.0,1
Reel Therapy,2017,0.641,6.0,1
Danger Diva,2017,0.641,6.0,1
At the End of the Cul-de-sac,2017,0.641,6.0,1
Hometown Hero,2017,0.641,6.0,1
Sensitive Parts,2017,0.641,6.0,1
Assumption,2017,0.641,6.0,1
Star,2017,0.641,5.0,1
The Cage Fighter,2017,0.641,5.0,1
August Falls,2017,0.641,2.0,1
The Diabolical Plan: A Justus for Justice Short,2017,0.641,0.0,1
Forever Now,2017,0.64,10.0,1
Scroll on Thru,2017,0.64,10.0,1
Before the Gates,2017,0.64,10.0,1
This Must Be My Face,2017,0.64,10.0,1
Beautiful Dreamer,2016,0.64,8.0,1
The Cult Next Door,2017,0.64,7.0,1
The Bulleteers,2017,0.64,6.0,1
"Kings, Queens, & In-Betweens",2017,0.64,6.0,1
Pigeonhearts,2017,0.64,5.0,1
Nick Di Paolo: Inflammatory,2017,0.64,5.0,1
DRIB,2017,0.64,5.0,1
Harbinger,2017,0.64,4.0,1
Simon,2017,0.64,0.0,1
High Tech Airport,2017,0.639,10.0,1
Yo Soy Nestor,2017,0.639,9.0,1
Top Coat Cash,2017,0.639,7.0,1
The Yellow Curtain,2017,0.639,6.0,1
Repatriation,2017,0.639,6.0,1
I Am Still Here,2017,0.639,5.0,1
Strad Style,2017,0.639,5.0,1
Blood Demon Rising,2017,0.639,2.0,1
Toru,2017,0.639,1.0,1
BalletBoyz - Young Men,2017,0.638,6.0,1
Lamp: A Ghost Story,2016,0.634,6.0,1
Gone Tomorrow,2017,0.632,6.0,1
The Lost Tree,2015,0.632,3.0,1
Here Come the Videofreex,2015,0.631,8.0,1
It's Not Yet Dark,2017,0.631,7.4,7
"Bullets, Fangs and Dinner at 8",2015,0.631,3.0,1
Reality's Invisible,1981,0.62,7.0,1
Ape,2017,0.616,7.6,8
Smash: Motorized Mayhem,2009,0.614,6.0,2
Nature Boy,2017,0.61,9.0,3
The Dig,2017,0.61,6.3,5
Nanny Nightmare,2017,0.608,5.8,5
The Work,2017,0.603,7.1,7
Beach Massacre at Kill Devil Hills,2016,0.603,5.0,1
The Suitor,2017,0.6,10.0,1
The Glendale Geeks,2017,0.6,10.0,1
"Drop Dead, Gorgeous",2017,0.6,10.0,1
Agincourt,2017,0.6,10.0,1
The Wayward Kite,2017,0.6,10.0,1
A Spookily Spectacular Phenomenon,2017,0.6,10.0,1
A Life Phenix,2017,0.6,10.0,1
Sickened No More: Documenting the Life and Death of Weekend Nachos,2017,0.6,10.0,1
The Streetz,2017,0.6,10.0,1
Casey Anthony: An American Murder Mystery,2017,0.6,10.0,1
No More Safe Haven,2017,0.6,10.0,1
"Clairton Coke Works, Clean Up Our Air",2017,0.6,10.0,1
The Driver,2017,0.6,10.0,1
Fattitude,2017,0.6,10.0,1
Undertale the Musical,2017,0.6,10.0,1
Urban Myths,2017,0.6,10.0,1
Hog & Fog,2017,0.6,10.0,1
Single Dad 3: Admiration and Fixation,2017,0.6,10.0,1
Albatross,2017,0.6,10.0,1
Free To Ride: The Documentary,2017,0.6,10.0,1
Ocean Kid,2017,0.6,10.0,1
LoveSexHate,2017,0.6,10.0,1
Dogs,2017,0.6,10.0,1
Roswell: 70 Years Later,2017,0.6,10.0,1
Exposing Antarctica,2017,0.6,10.0,1
Pink Elephant,2017,0.6,10.0,1
Justin Timberlake: Rock in Rio 2017,2017,0.6,10.0,1
Cassini: The Grand Finale,2017,0.6,10.0,1
Dead West,2017,0.6,10.0,2
Counterfeiters,2017,0.6,10.0,1
Midnight,2017,0.6,10.0,1
Jungle Tales,2017,0.6,10.0,1
6 on 77: The Dulles Airport 9/11 Cover-Up,2017,0.6,10.0,1
Far From The Tree,2017,0.6,10.0,1
The Akron Holy War,2017,0.6,10.0,1
Everything Is Terrible! Presents: The Great Satan,2017,0.6,10.0,1
Sitting,2017,0.6,10.0,2
Depth Perception,2017,0.6,10.0,1
Howard Lovecraft & the Undersea Kingdom,2017,0.6,10.0,1
Spent,2017,0.6,10.0,1
Scary Little Fuckers (A Christmas Movie),2017,0.6,10.0,1
Where Are We?,2017,0.6,10.0,1
Reel Rock 12,2017,0.6,10.0,1
Trampoline,2017,0.6,10.0,1
The Last Photograph,2017,0.6,10.0,1
Fatima,2017,0.6,10.0,1
The Last Stop,2017,0.6,10.0,1
Magnum Opus,2017,0.6,10.0,1
The Watchman Chronicles,2017,0.6,10.0,1
Losing In Love,2017,0.6,10.0,1
The Quandary,2017,0.6,10.0,1
Relax,2017,0.6,10.0,1
Resistance Is Life,2017,0.6,10.0,1
ORCA: A True Story,2017,0.6,10.0,1
Springfield of Dreams: The Legend of Homer Simpson,2017,0.6,10.0,2
Spree,2015,0.6,10.0,1
The Case of the Gilded Lily,2017,0.6,10.0,1
Invasion on Chestnut Ridge,2017,0.6,10.0,1
The Amazing Neckbeard,2017,0.6,10.0,1
Me and My Father,2017,0.6,10.0,1
The Pathological Optimist,2017,0.6,10.0,1
Orang-U: An Ape Goes to College,2017,0.6,10.0,1
Mercury in Retrograde,2017,0.6,10.0,1
The Other Place,2017,0.6,10.0,1
The Night I Dance With Death,2017,0.6,10.0,1
Dream Sequence,2017,0.6,10.0,1
He Ate the Chip,2017,0.6,10.0,1
When the Old Phone Rings,2017,0.6,10.0,1
Thanatophobia,2017,0.6,10.0,1
Sugar,2017,0.6,10.0,1
Good Business,2017,0.6,10.0,1
Toast,2017,0.6,10.0,1
180 Seconds,2017,0.6,10.0,1
Still Life,2017,0.6,10.0,1
07/27/1978,2017,0.6,10.0,1
Peel,2017,0.6,10.0,1
Grand Entrance to the World of the Dead,2017,0.6,10.0,1
Firing Flares @ Unnoticed Glares,2017,0.6,10.0,1
No(thing) Staring Back,2017,0.6,10.0,1
"PWG: Game Over, Man",2017,0.6,10.0,1
"Always on Time, Always Outta Line",2017,0.6,10.0,1
Couleé-D,2017,0.6,10.0,1
Defies All Time & Logic,2017,0.6,10.0,1
Doctor B,2017,0.6,10.0,1
The Storm,2017,0.6,10.0,1
What Was It Supposed to Be Like?,2017,0.6,10.0,1
"Stories Told, Storied Gold",2017,0.6,10.0,1
Ever Reaching Fairly Preachily,2017,0.6,10.0,1
Leafing You Behind,2017,0.6,10.0,1
Ruminative Meditations,2017,0.6,10.0,1
Remind Me Why I Came Here,2017,0.6,10.0,1
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",2017,0.6,10.0,1
Revisited Remunerations Rapturously Collapse When Recompensed,2017,0.6,10.0,1
"Questioning, Requesting",2017,0.6,10.0,1
Shirking; Shrieking Specter,2017,0.6,10.0,1
Tell 'Em Steve-Dave: Live at the Gramercy Theatre,2017,0.6,10.0,1
Always Aching & Bending Back,2017,0.6,10.0,1
This Cacophony Runs Over Me,2017,0.6,10.0,1
Avatar Flight of Passage,2017,0.6,10.0,1
And Then There Was Eve,2017,0.6,10.0,1
We Could All Do With a Little Back & Forth As Far As It Concerns the To & Fro of Everywhere Each of Us Go,2017,0.6,10.0,1
Another You,2017,0.6,10.0,1
True Legends - Episode 3: Holocaust of Giants,2017,0.6,10.0,1
"Yes, Yes, No",2017,0.6,10.0,1
Down On The Farm,2017,0.6,10.0,1
Tormenting the Hen,2017,0.6,10.0,1
The Privates,2017,0.6,10.0,1
Here's To Life: The Story of the Refreshments,2017,0.6,10.0,1
J. Cole: 4 Your Eyez Only,2017,0.6,10.0,1
Roof,2017,0.6,10.0,1
Black Holler,2017,0.6,10.0,1
Morsefest 2015: Sola Scriptura,2017,0.6,10.0,1
The Shadow of Two Flies Upon a Pin,2017,0.6,10.0,1
Out of the Law,2017,0.6,10.0,1
Leaning Into the Wind: Andy Goldsworthy,2018,0.6,10.0,2
Finds Itself in Corners,2017,0.6,10.0,1
"Disparate, Shifty Fate",2017,0.6,10.0,1
Maybe That's Enough,2017,0.6,10.0,1
Mystery Hole//Boring Soul,2017,0.6,10.0,1
32 Pills: My Sister's Suicide,2017,0.6,10.0,1
Roadz2Home,2017,0.6,10.0,1
A Brush with Love,2017,0.6,10.0,1
Pollice Verso Reverso,2017,0.6,10.0,1
Entrance to the Grand Burial Chamber,2017,0.6,10.0,1
El Mar La Mar,2018,0.6,10.0,2
Tell Them We Are Rising: The Story of Black Colleges and Universities,2017,0.6,10.0,2
Give Me Future: Major Lazer in Cuba,2017,0.6,10.0,3
Adults,2017,0.6,10.0,1
First Round Down,2017,0.6,10.0,1
Tyrus: The Tyrus Wong Story,2015,0.6,10.0,1
Sioux Rapids,2017,0.6,9.8,4
Have No Fear,2017,0.6,9.8,2
Dirtbag: The Legend of Fred Beckey,2017,0.6,9.7,3
Calvinist,2017,0.6,9.5,2
Dionne Copland's Inferno,2017,0.6,9.5,6
When Love Kills: The Falicia Blakely Story,2017,0.6,9.4,5
Joanne World Tour,2017,0.6,9.4,4
Pikachu on Acid 2,2017,0.6,9.3,2
Breaking2,2017,0.6,9.3,2
1804: The Hidden History of Haiti,2017,0.6,9.2,6
28 Winters: A Story About Nitro Snowboards,2017,0.6,9.0,1
Hard to Believe,2017,0.6,9.0,1
The Solve It Squad Returns!,2017,0.6,9.0,2
Bacterial World,2016,0.6,9.0,1
Tangles and Knots,2017,0.6,9.0,1
Bar Wrestling 7: A Christmas Special,2017,0.6,9.0,1
Where We're Meant to Be,2016,0.6,9.0,1
Sampha: Process,2017,0.6,9.0,2
The Dog,2017,0.6,9.0,1
Drive. Play. Sleep.,2017,0.6,9.0,1
Cast Off,2017,0.6,9.0,1
Guest List,2017,0.6,9.0,2
Habit,2017,0.6,9.0,2
Shop of Little Pleasures,2017,0.6,9.0,1
The Human Face,2017,0.6,9.0,2
Troll,2017,0.6,9.0,1
A Tree a Rock a Cloud,2017,0.6,9.0,1
Meda or The Not So Bright Side of Things,2017,0.6,9.0,2
Leftovers,2017,0.6,9.0,1
The Flare,2017,0.6,9.0,1
Light,2017,0.6,9.0,1
2017 Sundance Film Festival Short Film Tour,2017,0.6,9.0,1
Hot Waters,2017,0.6,9.0,1
I Am Battle Comic,2017,0.6,9.0,1
