movie,return_ratio,year,tconst,genres,studio
The Tempest,-0.9722057,2010,tt1274300,"Comedy,Drama,Fantasy",Mira.
The Shape of Water,12.31539635897436,2017,tt5580390,"Adventure,Drama,Fantasy",FoxS
The Devil's Double,-0.616379162303665,2011,tt1270262,"Biography,Drama,Thriller",LGF
Bad Teacher,15.617992263157895,2011,tt1284575,"Comedy,Romance",Sony
Sausage Party,11.579716473684211,2016,tt1700841,"Adventure,Animation,Comedy",Sony
The Crazies,4.029953842105263,2010,tt0455407,"Horror,Thriller",Over.
The Switch,3.0851015789473686,2010,tt0889573,"Comedy,Drama,Romance",Mira.
Leap Year,2.080938947368421,2010,tt1216492,"Comedy,Romance",Uni.
The Book Thief,4.135536421052632,2013,tt0816442,"Drama,War",Fox
Take Me Home Tonight,-0.2365962105263158,2011,tt0810922,"Comedy,Drama,Romance",Rela.
Won't Back Down,-0.4181022631578947,2012,tt1870529,Drama,Fox
Neighbors,22.390623777777776,2014,tt2004420,Comedy,Uni.
My Big Fat Greek Wedding 2,7.432564611111111,2016,tt3760922,"Comedy,Romance",Uni.
The Perfect Guy,5.516977833333334,2015,tt3862750,"Crime,Drama,Horror",SGem
Diary of a Wimpy Kid: Rodrick Rules,6.021873833333333,2011,tt1650043,"Comedy,Family",Fox
Soul Surfer,4.0562264444444445,2011,tt1596346,"Biography,Drama,Family",TriS
Uncle Drew,3.944283722222222,2018,tt7334528,"Comedy,Sport",LG/S
Blue Jasmine,6.5732128888888885,2013,tt2334873,Drama,SPC
Ricki and the Flash,2.7780850555555556,2015,tt3623726,"Comedy,Drama,Music",TriS
Love the Coopers,2.8072345,2015,tt2279339,"Comedy,Fantasy,Romance",LGF
127 Hours,3.364022277777778,2010,tt1542344,"Adventure,Biography,Drama",FoxS
Norm of the North,1.6443421666666667,2016,tt1594972,"Adventure,Animation,Comedy",LGF
Jobs,2.307440277777778,2013,tt2357129,"Biography,Drama",ORF
And So It Goes,0.837823,2014,tt2465146,"Comedy,Drama,Romance",CE
Midnight Special,-0.36708155555555555,2016,tt2649554,"Action,Drama,Mystery",WB
Miss Sloane,-0.3766536111111111,2016,tt4540710,"Drama,Thriller",EC
Metallica Through the Never,-0.30539594444444446,2013,tt2172935,Music,PH
Wolves,-0.9947248333333333,2014,tt1403241,"Action,Fantasy,Horror",KE
Black Nativity,-0.18266725714285714,2013,tt1425922,"Drama,Family,Music",FoxS
A Quiet Place,29.738038529411764,2018,tt6644200,"Drama,Horror,Sci-Fi",Par.
The Best Man Holiday,7.432994411764706,2013,tt2083355,"Comedy,Drama",Uni.
Pitch Perfect,9.649731764705882,2012,tt1981677,"Comedy,Music,Romance",Uni.
Saw 3D,9.555615411764705,2010,tt1477076,"Crime,Horror,Mystery",LGF
"McFarland, USA",4.305188176470589,2015,tt2097298,"Biography,Drama,Sport",BV
Almost Christmas,3.9740406470588234,2016,tt4649416,"Comedy,Drama",Uni.
Beastly,2.8761059411764704,2011,tt1152398,"Drama,Fantasy,Romance",CBS
The Apparition,-0.08387647058823529,2012,tt1433822,"Horror,Thriller",WB
Genius,-0.4925689411764706,2016,tt1703957,"Biography,Drama",RAtt.
The Young Messiah,-0.1795529761904762,2016,tt1002563,"Drama,Fantasy",Focus
Moonrise Kingdom,6.147557,2012,tt1748122,"Adventure,Comedy,Drama",Focus
The Artist,9.8077379375,2011,tt1655442,"Comedy,Drama,Romance",Wein.
The Roommate,4.615363375,2011,tt1265990,"Drama,Thriller",SGem
Superfly,1.578794875,2018,tt7690670,"Action,Crime,Thriller",Sony
Remember Me,3.7233975,2010,tt1403981,"Drama,Romance",Sum.
People Like Us,0.565579,2012,tt1716777,"Comedy,Drama",BV
Bleed for This,-0.2695105,2016,tt1620935,"Biography,Drama,Sport",ORF
The Homesman,-0.3345275,2014,tt2398231,"Drama,Western",Saban
Trance,0.5572903125,2013,tt1924429,"Crime,Drama,Mystery",FoxS
Second Act,5.533189872611465,2018,tt2126357,"Comedy,Drama,Romance",STX
Annabelle: Creation,26.165137733333335,2017,tt5140878,"Horror,Mystery,Thriller",WB (NL)
The Imitation Game,20.257707066666665,2014,tt2084970,"Biography,Drama,Thriller",Wein.
Mama,13.648249733333333,2013,tt2023587,"Horror,Thriller",Uni.
Diary of a Wimpy Kid,8.397195733333334,2010,tt1196141,"Comedy,Drama,Family",Fox
The Woman in Black,11.2192792,2012,tt1596365,"Drama,Fantasy,Horror",CBS
BlacKkKlansman,8.486178333333333,2018,tt7349662,"Biography,Crime,Drama",Focus
Snitch,5.7225464,2013,tt0882977,"Action,Drama,Thriller",LG/S
Krampus,5.9675912,2015,tt3850590,"Comedy,Fantasy,Horror",Uni.
End of Watch,5.5726651333333335,2012,tt1855199,"Action,Crime,Drama",ORF
The Theory of Everything,9.6147486,2014,tt2980516,"Biography,Drama,Romance",Focus
The Favourite,7.5653808,2018,tt5083738,"Biography,Drama,History",FoxS
When the Game Stands Tall,3.0177916666666667,2014,tt2247476,"Drama,Family,Sport",TriS
Home Again,3.2904772,2017,tt5719700,"Comedy,Drama,Romance",ORF
Ramona and Beezus,2.575774866666667,2010,tt0493949,"Adventure,Comedy,Family",Fox
The November Man,2.9892302666666666,2014,tt2402157,"Action,Crime,Thriller",Rela.
Keanu,1.7519996,2016,tt4139124,"Action,Comedy,Crime",WB (NL)
Country Strong,1.7213938666666666,2010,tt1555064,"Drama,Music",SGem
A Most Wanted Man,2.553783,2014,tt1972571,"Crime,Drama,Thriller",RAtt.
The Man with the Iron Fists,1.5102052,2012,tt1258972,Action,Uni.
Killing Them Softly,2.6122656,2012,tt1764234,"Crime,Thriller",Wein.
One Day,3.8674975333333332,2011,tt1563738,"Drama,Romance",Focus
Queen of Katwe,0.26199133333333335,2016,tt4341582,"Biography,Drama,Sport",BV
Hotel Artemis,0.2977957333333333,2018,tt5834262,"Action,Drama,Sci-Fi",Global Road
Scouts Guide to the Zombie Apocalypse,0.2838600666666667,2015,tt1727776,"Action,Comedy,Horror",Par.
You Will Meet a Tall Dark Stranger,1.4997088,2010,tt1182350,"Comedy,Drama,Romance",SPC
Never Let Me Go,-0.09277533333333333,2010,tt1334260,"Drama,Romance,Sci-Fi",FoxS
The Disappointments Room,-0.6048514666666667,2016,tt2364897,"Drama,Horror,Thriller",Rela.
Centurion,-0.4660921333333333,2010,tt1020558,"Action,Adventure,Drama",Magn.
The Son of No One,-0.9213828,2011,tt1535612,"Action,Crime,Drama",Anch.
Khumba,0.39321473333333334,2013,tt1487931,"Adventure,Animation,Family",MNE
Magic Mike XXL,12.080941655172413,2015,tt2268016,"Comedy,Drama,Music",WB
The Possession,8.43254657142857,2012,tt0431021,"Horror,Mystery,Thriller",LGF
Our Family Wedding,1.9761305,2010,tt1305583,"Comedy,Romance",FoxS
Hot Tub Time Machine 2,0.7958067857142858,2015,tt2637294,"Comedy,Mystery,Sci-Fi",Par.
Fun Size,0.4697252142857143,2012,tt1663143,"Adventure,Comedy",Par.
Suffragette,1.7676663571428572,2015,tt3077214,"Biography,Drama,History",Focus
Mr. Turner,1.0818265714285715,2014,tt2473794,"Biography,Drama,History",SPC
Flipped,-0.5681996428571429,2010,tt0817177,"Comedy,Drama,Romance",WB
Margaret,-0.9521087857142857,2011,tt0466893,Drama,FoxS
Seven Psychopaths,2.559984074074074,2012,tt1931533,"Comedy,Crime",CBS
Black Swan,32.70933753846154,2010,tt0947798,"Drama,Thriller",FoxS
Justin Bieber: Never Say Never,12.23446423076923,2011,tt1702443,"Documentary,Music",Par.
The First Purge,14.854311538461538,2018,tt6133466,"Action,Horror,Sci-Fi",Uni.
Miracles from Heaven,9.42337376923077,2016,tt4257926,"Biography,Drama,Family",TriS
The Shallows,12.375774230769231,2016,tt4052882,"Drama,Horror,Thriller",Sony
St. Vincent,6.613457384615384,2014,tt2170593,"Comedy,Drama",Wein.
Earth to Echo,5.239183615384615,2014,tt2183034,"Adventure,Family,Sci-Fi",Rela.
Admission,1.8262294615384616,2013,tt1814621,"Comedy,Drama,Romance",Focus
The Perks of Being a Wallflower,2.9086346923076922,2012,tt1659337,Drama,LG/S
Room,2.9184966923076923,2015,tt3170832,"Drama,Thriller",A24
Woodlawn,1.2152153846153846,2015,tt4183692,"Drama,Sport",PFR
Bajrangi Bhaijaan,8.996642153846153,2015,tt3863552,"Action,Comedy,Drama",Eros
Youth,1.0542206923076922,2015,tt3312830,"Comedy,Drama,Music",FoxS
The Vatican Tapes,0.2856882307692308,2015,tt1524575,"Horror,Thriller",LGF
Attack the Block,-0.42435707692307695,2011,tt1478964,"Action,Comedy,Sci-Fi",SGem
The Killer Inside Me,-0.7050343076923077,2010,tt0954947,"Crime,Drama,Horror",IFC
The Call,8.50733234375,2013,tt1911644,"Crime,Drama,Horror",TriS
The Drop,1.3634065873015873,2014,tt1600196,"Crime,Drama",FoxS
Machete,4.83716928,2010,tt0985694,"Action,Crime,Thriller",Fox
Conviction,0.48997408,2010,tt1244754,"Biography,Crime,Drama",FoxS
Casino Jack,-0.6550356,2010,tt1194417,"Biography,Comedy,Crime",ATO
The Paperboy,-0.62361096,2012,tt1496422,"Crime,Drama,Mystery",MNE
Think Like a Man,16.076747416666667,2012,tt1621045,"Comedy,Romance",SGem
Act of Valor,11.709156833333333,2012,tt1591479,"Action,Adventure,Drama",Rela.
Project X,12.146671083333333,2012,tt1636826,Comedy,WB
"Three Billboards Outside Ebbing, Missouri",16.892137916666666,2017,tt5027774,"Crime,Drama",FoxS
Lion,15.77585125,2016,tt3741834,"Biography,Drama",Wein.
Philomena,10.389447583333334,2013,tt2431286,"Biography,Comedy,Drama",Wein.
Paper Towns,8.787565666666667,2015,tt3622592,"Comedy,Drama,Mystery",Fox
Hell or High Water,4.382679,2016,tt2582782,"Action,Crime,Drama",LGF
Katy Perry: Part of Me,3.8355425,2012,tt2215719,"Documentary,Music",Par.
Top Five,3.2765933333333335,2014,tt2784678,"Comedy,Romance",Par.
Project Almanac,3.6048065,2015,tt2436386,"Drama,Mystery,Sci-Fi",Par.
Just Wright,2.6173356666666665,2010,tt1407061,"Comedy,Romance,Sport",FoxS
Nebraska,2.534689333333333,2013,tt1821549,"Adventure,Comedy,Drama",Par.
Young Adult,2.2551605833333332,2011,tt1625346,"Comedy,Drama",Par.
About Time,7.719424916666667,2013,tt2194499,"Comedy,Drama,Fantasy",Uni.
If Beale Street Could Talk,1.8979116666666667,2018,tt7125860,"Drama,Romance",Annapurna
Wish Upon,2.1482375,2017,tt5322012,"Drama,Fantasy,Horror",BG
Arbitrage,2.64585725,2012,tt1764183,"Drama,Thriller",RAtt.
Stoker,0.1448365,2013,tt1682180,"Drama,Thriller",FoxS
Darling Companion,-0.8338585,2012,tt1730687,"Comedy,Drama,Romance",SPC
5 Days of War,-0.9912273333333333,2011,tt1486193,"Action,Drama,War",Anch.
Carol,3.7080518644067797,2015,tt2402927,"Drama,Romance",Wein.
Dirty Grandpa,11.232309739130434,2016,tt1860213,Comedy,LGF
The Fighter,19.261763363636362,2010,tt0964517,"Biography,Drama,Sport",Par.
If I Stay,10.711910272727273,2014,tt1355630,"Drama,Fantasy,Music",WB (NL)
Brooklyn,8.127171272727272,2015,tt2381111,"Drama,Romance",FoxS
Woman in Gold,7.354018181818182,2015,tt2404425,"Biography,Drama,History",Wein.
"I, Tonya",6.619267545454545,2017,tt5580036,"Biography,Comedy,Drama",Neon
Inside Llewyn Davis,3.1992232727272727,2013,tt2042568,"Drama,Music",CBS
Sultan,6.144505636363636,2016,tt4832640,"Action,Drama,Sport",Yash
Housefull,0.9712829702970297,2010,tt1573072,Comedy,Eros
The Purge: Election Year,18.7557167,2016,tt4094724,"Action,Horror,Sci-Fi",Uni.
Book Club,14.9679979,2018,tt6857166,"Comedy,Drama,Romance",Par.
Insidious: The Last Key,22.5630918,2018,tt5726086,"Horror,Mystery,Thriller",Uni.
Lady Bird,11.7569042,2017,tt4925292,"Comedy,Drama",A24
Hereditary,10.4203361,2018,tt7784604,"Drama,Horror,Mystery",A24
"Love, Simon",9.6346974,2018,tt5164432,"Comedy,Drama,Romance",Fox
Jigsaw,13.0498028,2017,tt3348730,"Crime,Horror,Mystery",LGF
"Everything, Everything",8.5724276,2017,tt5001718,"Drama,Romance",WB
Devil,8.7033769,2010,tt1314655,"Horror,Mystery,Thriller",Uni.
The Second Best Exotic Marigold Hotel,11.3462572,2015,tt2555736,"Comedy,Drama",FoxS
Slender Man,7.2288469,2018,tt5690360,"Horror,Mystery,Thriller",SGem
When the Bough Breaks,5.0516052,2016,tt1389139,"Crime,Drama,Horror",SGem
Sinister 2,7.184518,2015,tt2752772,"Horror,Mystery,Thriller",Focus
The Forest,5.7343491,2016,tt3387542,"Horror,Mystery,Thriller",Focus
The Forest,5.7343491,2016,tt4982356,"Drama,Fantasy,Horror",Focus
Skyline,7.9681328,2010,tt1564585,"Action,Sci-Fi,Thriller",Uni.
The Disaster Artist,3.9838283,2017,tt3521126,"Biography,Comedy,Drama",A24
Blair Witch,4.9762638,2016,tt1540011,"Horror,Mystery,Thriller",LGF
Paranormal Activity: The Ghost Dimension,8.6256498,2015,tt2473510,"Horror,Mystery,Thriller",Par.
My Week with Marilyn,3.8837977,2011,tt1655420,"Biography,Drama",Wein.
Big Eyes,3.1799903,2014,tt1126590,"Biography,Crime,Drama",Wein.
Movie 43,3.00052,2013,tt1333125,Comedy,Rela.
Can You Ever Forgive Me?,1.0556252,2018,tt4595882,"Biography,Comedy,Crime",FoxS
MacGruber,0.7155495,2010,tt1470023,"Action,Comedy,Romance",Uni.
Seeking a Friend for the End of the World,0.8845697,2012,tt1307068,"Adventure,Comedy,Drama",Focus
Shut In,0.8261,2016,tt2582500,"Drama,Mystery,Thriller",EC
Cedar Rapids,0.4723233,2011,tt1477837,Comedy,FoxS
The Collection,0.5700848,2012,tt1748227,"Action,Horror,Thriller",LD
Danny Collins,0.4102911,2015,tt1772288,"Biography,Comedy,Drama",BST
Gotti,0.0375467,2018,tt1801552,"Biography,Crime,Drama",VE
Denial,0.3337388,2016,tt4645330,"Biography,Drama",BST
Max Steel,-0.1618256,2016,tt1472584,"Action,Adventure,Family",ORF
Rosewater,-0.3685342,2014,tt2752688,"Biography,Drama",ORF
A Better Life,-0.6356497,2011,tt1554091,"Drama,Romance",Sum.
Churchill,-0.1138123,2017,tt2674454,"Biography,Drama,History",Cohen
Welcome to the Rileys,-0.9491224,2010,tt1183923,Drama,Gold.
Strangerland,-0.9821431,2015,tt2325977,"Drama,Mystery,Thriller",Alc
It's a Wonderful Afterlife,-0.8357061,2010,tt1319716,"Comedy,Drama,Fantasy",UTV
Amour,3.487216288659794,2012,tt1602620,"Drama,Romance",SPC
Dangal,31.32067147368421,2016,tt5074352,"Action,Biography,Drama",UTV
The Runaways,-0.06817842105263158,2010,tt1017451,"Biography,Drama,Music",App.
Melancholia,1.6434197872340426,2011,tt1527186,"Drama,Sci-Fi",Magn.
Jab Tak Hai Jaan,-0.03758641304347826,2012,tt2176013,"Drama,Romance",Yash
Kites,1.047876304347826,2010,tt1198101,"Action,Drama,Romance",Relbig.
The Purge: Anarchy,19.344159,2014,tt2975578,"Action,Horror,Sci-Fi",Uni.
Ouija: Origin of Evil,11.997374555555556,2016,tt4361050,"Drama,Horror,Mystery",Uni.
The Edge of Seventeen,2.7252928888888888,2016,tt1878870,"Comedy,Drama",STX
Jackie,4.616545111111111,2016,tt1619029,"Biography,Drama,History",FoxS
Loving,1.2898108888888888,2016,tt4669986,"Biography,Drama,Romance",Focus
Destroyer,-0.42062,2018,tt7137380,"Action,Crime,Drama",Annapurna
Manchester by the Sea,13.75638094117647,2016,tt4034228,Drama,RAtt.
Nightcrawler,8.731251294117648,2014,tt2872718,"Crime,Drama,Thriller",ORF
Baggage Claim,4.230040588235294,2013,tt1171222,Comedy,FoxS
Middle School: The Worst Years of My Life,4.096287294117647,2016,tt4981636,"Comedy,Family",LGF
The Rover,-0.4953587058823529,2014,tt2345737,"Action,Crime,Drama",A24
Yeh Jawaani Hai Deewani,5.58493156626506,2013,tt2178470,"Comedy,Drama,Musical",Eros
Easy A,15.825273125,2010,tt1282140,"Comedy,Drama,Romance",SGem
50/50,8.543856625,2011,tt1306980,"Comedy,Drama,Romance",Sum.
A Walk in the Woods,7.327344,2015,tt1178665,"Adventure,Biography,Comedy",BG
That Awkward Moment,8.89223875,2014,tt1800246,"Comedy,Romance",Focus
Enough Said,4.396540125,2013,tt2390361,"Comedy,Drama,Romance",FoxS
Prom,1.61167525,2011,tt1604171,"Comedy,Drama,Family",BV
Me and Earl and the Dying Girl,1.0030745,2015,tt2582496,"Comedy,Drama,Romance",FoxS
It's Kind of a Funny Story,0.62457225,2010,tt0804497,"Comedy,Drama,Romance",Focus
Morgan,0.401754625,2016,tt4520364,"Action,Horror,Sci-Fi",Fox
Anomalisa,0.18318175,2015,tt2401878,"Animation,Comedy,Drama",Par.
Another Year,1.901414875,2010,tt1431181,"Comedy,Drama",SPC
Made in Dagenham,1.092445625,2010,tt1371155,"Biography,Comedy,Drama",SPC
Wild Target,-0.3220585,2010,tt1235189,"Action,Comedy,Crime",Free
A Street Cat Named Bob,1.1831745,2016,tt3606888,"Biography,Comedy,Drama",Cleopatra
The Neon Demon,-0.34760973333333334,2016,tt1974419,"Horror,Thriller",BG
The Bye Bye Man,6.241017972972973,2017,tt4030600,"Drama,Fantasy,Horror",STX
Magic Mike,39.610189142857145,2012,tt1915581,"Comedy,Drama",WB
Jumping the Broom,9.779142142857143,2011,tt1640484,"Comedy,Drama",TriS
Gifted,7.823695428571429,2017,tt4481414,Drama,FoxS
Dope,4.099614428571429,2015,tt3850214,"Comedy,Crime,Drama",ORF
Devil's Due,6.423935428571428,2014,tt2752758,"Horror,Mystery,Thriller",Fox
Cyrus,1.5045474285714286,2010,tt1327709,"Crime,Horror,Mystery",FoxS
Cyrus,1.5045474285714286,2010,tt1336617,"Comedy,Drama,Romance",FoxS
Somewhere,1.6869665714285715,2010,tt1421051,"Comedy,Drama",Focus
The Christmas Candle,-0.49059585714285714,2013,tt2739338,"Drama,Family",ELS
Freeheld,-0.6745101428571428,2015,tt1658801,"Biography,Drama,Romance",LGF
The Extra Man,-0.8649307142857143,2010,tt1361313,Comedy,Magn.
Annabelle,51.48257430769231,2014,tt3322940,"Horror,Mystery,Thriller",WB (NL)
Shame,2.7561744615384614,2011,tt1723811,Drama,FoxS
The East,-0.1842146153846154,2013,tt1869716,"Adventure,Drama,Thriller",FoxS
The Possession of Hannah Grace,8.6035935,2018,tt5734576,"Horror,Mystery,Thriller",SGem
The Words,3.644091,2012,tt1840417,"Drama,Mystery,Romance",CBS
The Guard,3.4262046666666666,2011,tt1540133,"Comedy,Crime,Thriller",SPC
Wish I Was Here,0.6971106666666667,2014,tt2870708,"Comedy,Drama",Focus
Veronica Mars,0.134585,2014,tt2771372,"Crime,Drama,Mystery",WB
Snow Flower and the Secret Fan,1.1160683333333334,2011,tt1541995,"Drama,History",FoxS
Mandy,-0.5596365,2018,tt6998518,"Action,Fantasy,Horror",RLJ
Khiladi 786,1.690925892857143,2012,tt2166214,"Action,Comedy",Eros
Don Jon,10.953869636363637,2013,tt2229499,"Comedy,Drama,Romance",Rela.
Hell Fest,4.313938545454546,2018,tt1999890,Horror,LGF
Le Havre,1.5621645454545454,2011,tt1508675,"Comedy,Drama",Jan.
Dum Maaro Dum,1.345753076923077,2011,tt1618430,"Action,Crime,Drama",FoxS
Get Out,85.2817232,2017,tt5052448,"Horror,Mystery,Thriller",Uni.
Paranormal Activity 3,61.2137302,2011,tt1778304,"Horror,Mystery,Thriller",Par.
10 Cloverfield Lane,35.0738842,2016,tt1179933,"Drama,Horror,Mystery",Par.
Lights Out,42.215069,2016,tt4786282,"Drama,Horror,Mystery",WB (NL)
The Visit,31.7767842,2015,tt3567288,"Horror,Mystery,Thriller",Uni.
The Visit,31.7767842,2015,tt3833746,Documentary,Uni.
Happy Death Day,35.138821,2017,tt5308322,"Horror,Mystery,Thriller",Uni.
Paranormal Activity 4,38.3436654,2012,tt2109184,"Horror,Mystery,Thriller",Par.
Ouija,29.8313284,2014,tt1204977,"Horror,Mystery,Thriller",Uni.
The Big Sick,18.3690654,2017,tt5462602,"Comedy,Drama,Romance",LGF
Paranormal Activity: The Marked Ones,23.6734452,2014,tt2473682,"Horror,Mystery,Thriller",Par.
Dallas Buyers Club,16.582026,2013,tt0790636,"Biography,Drama",Focus
No Escape,13.0266776,2015,tt1781922,"Action,Thriller",Wein.
The Lazarus Effect,11.832176,2015,tt2918436,"Horror,Mystery,Sci-Fi",Rela.
Our Idiot Brother,9.1352158,2011,tt1637706,"Comedy,Drama",Wein.
Apollo 18,7.8409496,2011,tt1772240,"Horror,Mystery,Sci-Fi",W/Dim.
"Paul, Apostle of Christ",7.6154994,2018,tt7388562,"Adventure,Biography,Drama",Affirm
Addicted,5.9780024,2014,tt2205401,"Drama,Thriller",LGF
Before I Fall,5.2373508,2017,tt1691916,"Drama,Fantasy,Mystery",ORF
Fifty Shades of Black,5.760003,2016,tt4667094,Comedy,ORF
The Perfect Match,2.9703142,2016,tt4871980,"Comedy,Romance",LGF
Sea Rex 3D: Journey to a Prehistoric World,3.522357,2010,tt1529567,Documentary,3D
Incarnate,1.834162,2016,tt3216348,"Horror,Thriller",BH Tilt
Table 19,0.647059,2017,tt1412528,"Comedy,Drama,Romance",FoxS
The Other Side of the Door,2.1810898,2016,tt3702652,Horror,Fox
Kill the Messenger,0.8215102,2014,tt1216491,"Biography,Crime,Drama",Focus
Rabbit Hole,0.6868184,2010,tt0935075,Drama,LGF
Jem and the Holograms,-0.0892846,2015,tt3614530,"Adventure,Drama,Family",Uni.
Paterson,1.5737918,2016,tt5247022,"Comedy,Drama,Romance",BST
Ain't Them Bodies Saints,-0.706676,2013,tt2388637,"Crime,Drama,Romance",IFC
Rudderless,-0.875356,2014,tt1798243,"Comedy,Drama,Music",Gold.
Only God Forgives,0.098001875,2013,tt1602613,"Crime,Drama",RTWC
Take Shelter,0.41073031578947367,2011,tt1675192,"Drama,Horror,Thriller",SPC
Blackthorn,-0.6849188888888889,2011,tt1629705,"Action,Adventure,Western",Magn.
Maggie,-0.7300284444444445,2015,tt1881002,"Drama,Horror",RAtt.
Falcon Rising,-0.9947671111111112,2014,tt2295722,"Action,Adventure",Free
Animal Kingdom,1.1720766666666667,2010,tt1313092,"Crime,Drama",SPC
The Boy Next Door,21.35200075,2015,tt3181822,"Horror,Thriller",Uni.
Boyhood,19.663256,2014,tt1065073,Drama,IFC
The Kids Are All Right,13.2717085,2010,tt0842926,"Comedy,Drama,Romance",Focus
A Haunted House 2,8.634087,2014,tt2828996,"Comedy,Fantasy",ORF
The Last Exorcism Part II,9.1570025,2013,tt2034139,"Drama,Horror,Thriller",CBS
The Darkness,4.41296675,2016,tt1878841,"Horror,Thriller",BH Tilt
The Art of Getting By,-0.145181,2011,tt1645080,"Drama,Romance",FoxS
Red State,-0.23774375,2011,tt0873886,"Action,Crime,Horror",SMod
Holy Motors,0.21787,2012,tt2076220,"Drama,Fantasy",IM
13 Sins,-0.9858285,2014,tt2059171,"Horror,Thriller",RTWC
Another Happy Day,-0.75308825,2011,tt1719071,"Comedy,Drama",P4
Four Lions,-0.2677018666666667,2010,tt1341167,"Comedy,Crime,Drama",Drft.
Truth or Dare,38.01095971428571,2018,tt6772950,"Horror,Thriller",Uni.
Truth or Dare,38.01095971428571,2018,tt6869948,"Comedy,Drama,Romance",Uni.
Winchester,18.848530285714286,2018,tt1072748,"Biography,Drama,Fantasy",LGF
Dark Skies,11.892222285714286,2013,tt2387433,"Horror,Sci-Fi,Thriller",W/Dim.
American Honey,-0.06428657142857143,2016,tt3721936,"Adventure,Drama,Romance",A24
Margin Call,6.584356764705882,2011,tt1615147,"Drama,Thriller",RAtt.
Whiplash,14.776073636363636,2014,tt2582802,"Drama,Music",SPC
Paranormal Activity 2,86.42164633333333,2010,tt1536044,Horror,Par.
War Room,46.25511866666667,2015,tt3832914,Drama,TriS
The Purge,50.913232,2013,tt2184339,"Horror,Thriller",Uni.
Sinister,44.27157,2012,tt1922777,"Horror,Mystery,Thriller",LG/S
Upgrade,8.510138333333334,2018,tt6499752,"Action,Sci-Fi,Thriller",BH Tilt
Before Midnight,9.454183666666667,2013,tt2209418,"Drama,Romance",SPC
Swiss Army Man,2.349188333333333,2016,tt4034354,"Adventure,Comedy,Drama",A24
Please Give,1.8679173333333334,2010,tt0878835,"Comedy,Drama",SPC
Compadres,2.5242723333333332,2016,tt3367294,"Action,Comedy,Crime",PNT
Letters to God,1.0286796666666667,2010,tt1462054,"Drama,Family",Viv.
Tusk,0.23651233333333332,2014,tt3099498,"Comedy,Drama,Horror",A24
The Wall,1.099442,2017,tt4218696,"Action,Drama,Thriller",RAtt.
The D Train,-0.5193153333333334,2015,tt2690138,"Comedy,Drama",IFC
Bachelorette,3.3413903333333335,2012,tt1920849,"Comedy,Romance",RTWC
Freakonomics,-0.90547,2010,tt1152822,Documentary,Magn.
A Haunted House,38.9856964,2013,tt2243537,"Comedy,Fantasy",ORF
Kevin Hart: Let Me Explain,24.8285224,2013,tt2609912,"Comedy,Documentary",LG/S
The Spectacular Now,4.5079688,2013,tt1714206,"Comedy,Drama,Romance",A24
Hunt for the Wilderpeople,10.6204016,2016,tt4698684,"Adventure,Comedy,Drama",Orch.
Robot & Frank,2.3007296,2012,tt1990314,"Comedy,Crime,Drama",Gold.
Do You Believe?,10.865448260869565,2015,tt4056738,Drama,PFR
Courageous,33.8540525,2011,tt1630036,Drama,TriS
Winter's Bone,10.331527,2010,tt1399683,"Drama,Mystery",RAtt.
The Florida Project,7.599845,2017,tt5649144,Drama,A24
All Saints,4.872101,2017,tt4663548,Drama,Affirm
Inside Job,5.0555455,2010,tt1645089,"Crime,Documentary",SPC
We Are Your Friends,5.872416,2015,tt3787590,"Drama,Music,Romance",WB
The Diary of a Teenage Girl,0.8784805,2015,tt3172532,"Comedy,Drama,Romance",SPC
The Babadook,3.2165895,2014,tt2321549,"Drama,Horror",IFC
Knock Knock,2.182426,2015,tt3605418,"Drama,Thriller",LGP
The First Time,-0.982939,2012,tt1763303,"Comedy,Drama,Romance",Gold.
Buried,10.22654038688904,2010,tt1462758,"Drama,Mystery,Thriller",LGF
ABCD (Any Body Can Dance),4.45228,2013,tt2321163,"Drama,Music",UTV
The Last Exorcism,60.77791666666667,2010,tt1320244,"Drama,Horror,Thriller",LGF
Beasts of the Southern Wild,19.033821111111113,2012,tt2125435,"Adventure,Drama,Fantasy",FoxS
Higher Ground,-0.06458388888888889,2011,tt1562568,Drama,SPC
I Spit on Your Grave,-0.21627314285714286,2010,tt1242432,"Horror,Thriller",Anch.
Two Night Stand,-0.447699375,2014,tt2140619,"Comedy,Romance",EOne
Unsane,13.623316666666666,2018,tt7153766,"Drama,Horror,Mystery",BST
Mustang,3.5700342857142857,2015,tt3966404,Drama,Cohen
Dear White People,6.84634,2014,tt2235108,"Comedy,Drama,Romance",RAtt.
The Devil Inside,154.022435,2012,tt1560985,Horror,Par.
Chernobyl Diaries,59.531361,2012,tt1991245,"Horror,Mystery,Thriller",WB
Blue Valentine,25.304132,2010,tt1120985,"Drama,Romance",Wein.
Unfriended: Dark Web,24.301333,2018,tt4761916,"Crime,Horror,Mystery",BH Tilt
The Sessions,16.497655,2012,tt1866249,"Biography,Comedy,Drama",FoxS
The Skeleton Twins,10.081501,2014,tt1571249,"Comedy,Drama,Romance",RAtt.
Obvious Child,5.446686,2014,tt2910274,"Comedy,Drama,Romance",A24
Martha Marcy May Marlene,7.419949,2011,tt1441326,"Drama,Mystery,Thriller",FoxS
Patti Cake$,1.271238,2017,tt6288250,"Drama,Music",FoxS
The Future,0.807836,2011,tt1235170,"Drama,Fantasy,Romance",RAtt.
