genres,return_ratio,year
Music,9.649731764705882,2012
Romance,9.649731764705882,2012
Crime,9.555615411764705,2010
Horror,9.555615411764705,2010
Mystery,9.555615411764705,2010
Biography,4.305188176470589,2015
Drama,4.305188176470589,2015
Sport,4.305188176470589,2015
Comedy,3.9740406470588234,2016
Drama,3.9740406470588234,2016
Drama,2.8761059411764704,2011
Fantasy,2.8761059411764704,2011
Romance,2.8761059411764704,2011
Horror,-0.08387647058823529,2012
Thriller,-0.08387647058823529,2012
Biography,-0.4925689411764706,2016
Drama,-0.4925689411764706,2016
Drama,-0.1795529761904762,2016
Fantasy,-0.1795529761904762,2016
Adventure,6.147557,2012
Comedy,6.147557,2012
Drama,6.147557,2012
Comedy,9.8077379375,2011
Drama,9.8077379375,2011
Romance,9.8077379375,2011
Drama,4.615363375,2011
Thriller,4.615363375,2011
Action,1.578794875,2018
Crime,1.578794875,2018
Thriller,1.578794875,2018
Drama,3.7233975,2010
Romance,3.7233975,2010
Comedy,0.565579,2012
Drama,0.565579,2012
Biography,-0.2695105,2016
Drama,-0.2695105,2016
Sport,-0.2695105,2016
Drama,-0.3345275,2014
Western,-0.3345275,2014
Crime,0.5572903125,2013
Drama,0.5572903125,2013
Mystery,0.5572903125,2013
Comedy,5.533189872611465,2018
Drama,5.533189872611465,2018
Romance,5.533189872611465,2018
Horror,26.165137733333335,2017
Mystery,26.165137733333335,2017
Thriller,26.165137733333335,2017
Biography,20.257707066666665,2014
Drama,20.257707066666665,2014
Thriller,20.257707066666665,2014
Horror,13.648249733333333,2013
Thriller,13.648249733333333,2013
Comedy,8.397195733333334,2010
Drama,8.397195733333334,2010
Family,8.397195733333334,2010
Drama,11.2192792,2012
Fantasy,11.2192792,2012
Horror,11.2192792,2012
Biography,8.486178333333333,2018
Crime,8.486178333333333,2018
Drama,8.486178333333333,2018
Action,5.7225464,2013
Drama,5.7225464,2013
Thriller,5.7225464,2013
Comedy,5.9675912,2015
Fantasy,5.9675912,2015
Horror,5.9675912,2015
Action,5.5726651333333335,2012
Crime,5.5726651333333335,2012
Drama,5.5726651333333335,2012
Biography,9.6147486,2014
Drama,9.6147486,2014
Romance,9.6147486,2014
Biography,7.5653808,2018
Drama,7.5653808,2018
History,7.5653808,2018
Drama,3.0177916666666667,2014
Family,3.0177916666666667,2014
Sport,3.0177916666666667,2014
Comedy,3.2904772,2017
Drama,3.2904772,2017
Romance,3.2904772,2017
Adventure,2.575774866666667,2010
Comedy,2.575774866666667,2010
Family,2.575774866666667,2010
Action,2.9892302666666666,2014
Crime,2.9892302666666666,2014
Thriller,2.9892302666666666,2014
Action,1.7519996,2016
Comedy,1.7519996,2016
Crime,1.7519996,2016
Drama,1.7213938666666666,2010
Music,1.7213938666666666,2010
Crime,2.553783,2014
Drama,2.553783,2014
Thriller,2.553783,2014
Action,1.5102052,2012
Crime,2.6122656,2012
Thriller,2.6122656,2012
Drama,3.8674975333333332,2011
Romance,3.8674975333333332,2011
Biography,0.26199133333333335,2016
Drama,0.26199133333333335,2016
Sport,0.26199133333333335,2016
Action,0.2977957333333333,2018
Drama,0.2977957333333333,2018
Sci-Fi,0.2977957333333333,2018
Action,0.2838600666666667,2015
Comedy,0.2838600666666667,2015
Horror,0.2838600666666667,2015
Comedy,1.4997088,2010
Drama,1.4997088,2010
Romance,1.4997088,2010
Drama,-0.09277533333333333,2010
Romance,-0.09277533333333333,2010
Sci-Fi,-0.09277533333333333,2010
Drama,-0.6048514666666667,2016
Horror,-0.6048514666666667,2016
Thriller,-0.6048514666666667,2016
Action,-0.4660921333333333,2010
Adventure,-0.4660921333333333,2010
Drama,-0.4660921333333333,2010
Action,-0.9213828,2011
Crime,-0.9213828,2011
Drama,-0.9213828,2011
Adventure,0.39321473333333334,2013
Animation,0.39321473333333334,2013
Family,0.39321473333333334,2013
Comedy,12.080941655172413,2015
Drama,12.080941655172413,2015
Music,12.080941655172413,2015
Horror,8.43254657142857,2012
Mystery,8.43254657142857,2012
Thriller,8.43254657142857,2012
Comedy,1.9761305,2010
Romance,1.9761305,2010
Comedy,0.7958067857142858,2015
Mystery,0.7958067857142858,2015
Sci-Fi,0.7958067857142858,2015
Adventure,0.4697252142857143,2012
Comedy,0.4697252142857143,2012
Biography,1.7676663571428572,2015
Drama,1.7676663571428572,2015
History,1.7676663571428572,2015
Biography,1.0818265714285715,2014
Drama,1.0818265714285715,2014
History,1.0818265714285715,2014
Comedy,-0.5681996428571429,2010
Drama,-0.5681996428571429,2010
Romance,-0.5681996428571429,2010
Drama,-0.9521087857142857,2011
Comedy,2.559984074074074,2012
Crime,2.559984074074074,2012
Drama,32.70933753846154,2010
Thriller,32.70933753846154,2010
Documentary,12.23446423076923,2011
Music,12.23446423076923,2011
Action,14.854311538461538,2018
Horror,14.854311538461538,2018
Sci-Fi,14.854311538461538,2018
Biography,9.42337376923077,2016
Drama,9.42337376923077,2016
Family,9.42337376923077,2016
Drama,12.375774230769231,2016
Horror,12.375774230769231,2016
Thriller,12.375774230769231,2016
Comedy,6.613457384615384,2014
Drama,6.613457384615384,2014
Adventure,5.239183615384615,2014
Family,5.239183615384615,2014
Sci-Fi,5.239183615384615,2014
Comedy,1.8262294615384616,2013
Drama,1.8262294615384616,2013
Romance,1.8262294615384616,2013
Drama,2.9086346923076922,2012
Drama,2.9184966923076923,2015
Thriller,2.9184966923076923,2015
Drama,1.2152153846153846,2015
Sport,1.2152153846153846,2015
Action,8.996642153846153,2015
Comedy,8.996642153846153,2015
Drama,8.996642153846153,2015
Comedy,1.0542206923076922,2015
Drama,1.0542206923076922,2015
Music,1.0542206923076922,2015
Horror,0.2856882307692308,2015
Thriller,0.2856882307692308,2015
Action,-0.42435707692307695,2011
Comedy,-0.42435707692307695,2011
Sci-Fi,-0.42435707692307695,2011
Crime,-0.7050343076923077,2010
Drama,-0.7050343076923077,2010
Horror,-0.7050343076923077,2010
Crime,8.50733234375,2013
Drama,8.50733234375,2013
Horror,8.50733234375,2013
Crime,1.3634065873015873,2014
Drama,1.3634065873015873,2014
Action,4.83716928,2010
Crime,4.83716928,2010
Thriller,4.83716928,2010
Biography,0.48997408,2010
Crime,0.48997408,2010
Drama,0.48997408,2010
Biography,-0.6550356,2010
Comedy,-0.6550356,2010
Crime,-0.6550356,2010
Crime,-0.62361096,2012
Drama,-0.62361096,2012
Mystery,-0.62361096,2012
Comedy,16.076747416666667,2012
Romance,16.076747416666667,2012
Action,11.709156833333333,2012
Adventure,11.709156833333333,2012
Drama,11.709156833333333,2012
Comedy,12.146671083333333,2012
Crime,16.892137916666666,2017
Drama,16.892137916666666,2017
Biography,15.77585125,2016
Drama,15.77585125,2016
Biography,10.389447583333334,2013
Comedy,10.389447583333334,2013
Drama,10.389447583333334,2013
Comedy,8.787565666666667,2015
Drama,8.787565666666667,2015
Mystery,8.787565666666667,2015
Action,4.382679,2016
Crime,4.382679,2016
Drama,4.382679,2016
Documentary,3.8355425,2012
Music,3.8355425,2012
Comedy,3.2765933333333335,2014
Romance,3.2765933333333335,2014
Drama,3.6048065,2015
Mystery,3.6048065,2015
Sci-Fi,3.6048065,2015
Comedy,2.6173356666666665,2010
Romance,2.6173356666666665,2010
Sport,2.6173356666666665,2010
Adventure,2.534689333333333,2013
Comedy,2.534689333333333,2013
Drama,2.534689333333333,2013
Comedy,2.2551605833333332,2011
Drama,2.2551605833333332,2011
Comedy,7.719424916666667,2013
Drama,7.719424916666667,2013
Fantasy,7.719424916666667,2013
Drama,1.8979116666666667,2018
Romance,1.8979116666666667,2018
Drama,2.1482375,2017
Fantasy,2.1482375,2017
Horror,2.1482375,2017
Drama,2.64585725,2012
Thriller,2.64585725,2012
Drama,0.1448365,2013
Thriller,0.1448365,2013
Comedy,-0.8338585,2012
Drama,-0.8338585,2012
Romance,-0.8338585,2012
Action,-0.9912273333333333,2011
Drama,-0.9912273333333333,2011
War,-0.9912273333333333,2011
Drama,3.7080518644067797,2015
Romance,3.7080518644067797,2015
Comedy,11.232309739130434,2016
Biography,19.261763363636362,2010
Drama,19.261763363636362,2010
Sport,19.261763363636362,2010
Drama,10.711910272727273,2014
Fantasy,10.711910272727273,2014
Music,10.711910272727273,2014
Drama,8.127171272727272,2015
Romance,8.127171272727272,2015
Biography,7.354018181818182,2015
Drama,7.354018181818182,2015
History,7.354018181818182,2015
Biography,6.619267545454545,2017
Comedy,6.619267545454545,2017
Drama,6.619267545454545,2017
Drama,3.1992232727272727,2013
Music,3.1992232727272727,2013
Action,6.144505636363636,2016
Drama,6.144505636363636,2016
Sport,6.144505636363636,2016
Comedy,0.9712829702970297,2010
Action,18.7557167,2016
Horror,18.7557167,2016
Sci-Fi,18.7557167,2016
Comedy,14.9679979,2018
Drama,14.9679979,2018
Romance,14.9679979,2018
Horror,22.5630918,2018
Mystery,22.5630918,2018
Thriller,22.5630918,2018
Comedy,11.7569042,2017
Drama,11.7569042,2017
Drama,10.4203361,2018
Horror,10.4203361,2018
Mystery,10.4203361,2018
Comedy,9.6346974,2018
Drama,9.6346974,2018
Romance,9.6346974,2018
Crime,13.0498028,2017
Horror,13.0498028,2017
Mystery,13.0498028,2017
Drama,8.5724276,2017
Romance,8.5724276,2017
Horror,8.7033769,2010
Mystery,8.7033769,2010
Thriller,8.7033769,2010
Comedy,11.3462572,2015
Drama,11.3462572,2015
Horror,7.2288469,2018
Mystery,7.2288469,2018
Thriller,7.2288469,2018
Crime,5.0516052,2016
Drama,5.0516052,2016
Horror,5.0516052,2016
Horror,7.184518,2015
Mystery,7.184518,2015
Thriller,7.184518,2015
Horror,5.7343491,2016
Mystery,5.7343491,2016
Thriller,5.7343491,2016
Drama,5.7343491,2016
Fantasy,5.7343491,2016
Horror,5.7343491,2016
Action,7.9681328,2010
Sci-Fi,7.9681328,2010
Thriller,7.9681328,2010
Biography,3.9838283,2017
Comedy,3.9838283,2017
Drama,3.9838283,2017
Horror,4.9762638,2016
Mystery,4.9762638,2016
Thriller,4.9762638,2016
Horror,8.6256498,2015
Mystery,8.6256498,2015
Thriller,8.6256498,2015
Biography,3.8837977,2011
Drama,3.8837977,2011
Biography,3.1799903,2014
Crime,3.1799903,2014
Drama,3.1799903,2014
Comedy,3.00052,2013
Biography,1.0556252,2018
Comedy,1.0556252,2018
Crime,1.0556252,2018
Action,0.7155495,2010
Comedy,0.7155495,2010
Romance,0.7155495,2010
Adventure,0.8845697,2012
Comedy,0.8845697,2012
Drama,0.8845697,2012
Drama,0.8261,2016
Mystery,0.8261,2016
Thriller,0.8261,2016
Comedy,0.4723233,2011
Action,0.5700848,2012
Horror,0.5700848,2012
Thriller,0.5700848,2012
Biography,0.4102911,2015
Comedy,0.4102911,2015
Drama,0.4102911,2015
Biography,0.0375467,2018
Crime,0.0375467,2018
Drama,0.0375467,2018
Biography,0.3337388,2016
Drama,0.3337388,2016
Action,-0.1618256,2016
Adventure,-0.1618256,2016
Family,-0.1618256,2016
Biography,-0.3685342,2014
Drama,-0.3685342,2014
Drama,-0.6356497,2011
Romance,-0.6356497,2011
Biography,-0.1138123,2017
Drama,-0.1138123,2017
History,-0.1138123,2017
Drama,-0.9491224,2010
Drama,-0.9821431,2015
Mystery,-0.9821431,2015
Thriller,-0.9821431,2015
Comedy,-0.8357061,2010
Drama,-0.8357061,2010
Fantasy,-0.8357061,2010
Drama,3.487216288659794,2012
Romance,3.487216288659794,2012
Action,31.32067147368421,2016
Biography,31.32067147368421,2016
Drama,31.32067147368421,2016
Biography,-0.06817842105263158,2010
Drama,-0.06817842105263158,2010
Music,-0.06817842105263158,2010
Drama,1.6434197872340426,2011
Sci-Fi,1.6434197872340426,2011
Drama,-0.03758641304347826,2012
Romance,-0.03758641304347826,2012
Action,1.047876304347826,2010
Drama,1.047876304347826,2010
Romance,1.047876304347826,2010
Action,19.344159,2014
Horror,19.344159,2014
Sci-Fi,19.344159,2014
Drama,11.997374555555556,2016
Horror,11.997374555555556,2016
Mystery,11.997374555555556,2016
Comedy,2.7252928888888888,2016
Drama,2.7252928888888888,2016
Biography,4.616545111111111,2016
Drama,4.616545111111111,2016
History,4.616545111111111,2016
Biography,1.2898108888888888,2016
Drama,1.2898108888888888,2016
Romance,1.2898108888888888,2016
Action,-0.42062,2018
Crime,-0.42062,2018
Drama,-0.42062,2018
Drama,13.75638094117647,2016
Crime,8.731251294117648,2014
Drama,8.731251294117648,2014
Thriller,8.731251294117648,2014
Comedy,4.230040588235294,2013
Comedy,4.096287294117647,2016
Family,4.096287294117647,2016
Action,-0.4953587058823529,2014
Crime,-0.4953587058823529,2014
Drama,-0.4953587058823529,2014
Comedy,5.58493156626506,2013
Drama,5.58493156626506,2013
Musical,5.58493156626506,2013
Comedy,15.825273125,2010
Drama,15.825273125,2010
Romance,15.825273125,2010
Comedy,8.543856625,2011
Drama,8.543856625,2011
Romance,8.543856625,2011
Adventure,7.327344,2015
Biography,7.327344,2015
Comedy,7.327344,2015
Comedy,8.89223875,2014
Romance,8.89223875,2014
Comedy,4.396540125,2013
Drama,4.396540125,2013
Romance,4.396540125,2013
Comedy,1.61167525,2011
Drama,1.61167525,2011
Family,1.61167525,2011
Comedy,1.0030745,2015
Drama,1.0030745,2015
Romance,1.0030745,2015
Comedy,0.62457225,2010
Drama,0.62457225,2010
Romance,0.62457225,2010
Action,0.401754625,2016
Horror,0.401754625,2016
Sci-Fi,0.401754625,2016
Animation,0.18318175,2015
Comedy,0.18318175,2015
Drama,0.18318175,2015
Comedy,1.901414875,2010
Drama,1.901414875,2010
Biography,1.092445625,2010
Comedy,1.092445625,2010
Drama,1.092445625,2010
Action,-0.3220585,2010
Comedy,-0.3220585,2010
Crime,-0.3220585,2010
Biography,1.1831745,2016
Comedy,1.1831745,2016
Drama,1.1831745,2016
Horror,-0.34760973333333334,2016
Thriller,-0.34760973333333334,2016
Drama,6.241017972972973,2017
Fantasy,6.241017972972973,2017
Horror,6.241017972972973,2017
Comedy,39.610189142857145,2012
Drama,39.610189142857145,2012
Comedy,9.779142142857143,2011
Drama,9.779142142857143,2011
Drama,7.823695428571429,2017
Comedy,4.099614428571429,2015
Crime,4.099614428571429,2015
Drama,4.099614428571429,2015
Horror,6.423935428571428,2014
Mystery,6.423935428571428,2014
Thriller,6.423935428571428,2014
Crime,1.5045474285714286,2010
Horror,1.5045474285714286,2010
Mystery,1.5045474285714286,2010
Comedy,1.5045474285714286,2010
Drama,1.5045474285714286,2010
Romance,1.5045474285714286,2010
Comedy,1.6869665714285715,2010
Drama,1.6869665714285715,2010
Drama,-0.49059585714285714,2013
Family,-0.49059585714285714,2013
Biography,-0.6745101428571428,2015
Drama,-0.6745101428571428,2015
Romance,-0.6745101428571428,2015
Comedy,-0.8649307142857143,2010
Horror,51.48257430769231,2014
Mystery,51.48257430769231,2014
Thriller,51.48257430769231,2014
Drama,2.7561744615384614,2011
Adventure,-0.1842146153846154,2013
Drama,-0.1842146153846154,2013
Thriller,-0.1842146153846154,2013
Horror,8.6035935,2018
Mystery,8.6035935,2018
Thriller,8.6035935,2018
Drama,3.644091,2012
Mystery,3.644091,2012
Romance,3.644091,2012
Comedy,3.4262046666666666,2011
Crime,3.4262046666666666,2011
Thriller,3.4262046666666666,2011
Comedy,0.6971106666666667,2014
Drama,0.6971106666666667,2014
Crime,0.134585,2014
Drama,0.134585,2014
Mystery,0.134585,2014
Drama,1.1160683333333334,2011
History,1.1160683333333334,2011
Action,-0.5596365,2018
Fantasy,-0.5596365,2018
Horror,-0.5596365,2018
Action,1.690925892857143,2012
Comedy,1.690925892857143,2012
Comedy,10.953869636363637,2013
Drama,10.953869636363637,2013
Romance,10.953869636363637,2013
Horror,4.313938545454546,2018
Comedy,1.5621645454545454,2011
Drama,1.5621645454545454,2011
Action,1.345753076923077,2011
Crime,1.345753076923077,2011
Drama,1.345753076923077,2011
Horror,85.2817232,2017
Mystery,85.2817232,2017
Thriller,85.2817232,2017
Horror,61.2137302,2011
Mystery,61.2137302,2011
Thriller,61.2137302,2011
Drama,35.0738842,2016
Horror,35.0738842,2016
Mystery,35.0738842,2016
Drama,42.215069,2016
Horror,42.215069,2016
Mystery,42.215069,2016
Horror,31.7767842,2015
Mystery,31.7767842,2015
Thriller,31.7767842,2015
Documentary,31.7767842,2015
Horror,35.138821,2017
Mystery,35.138821,2017
Thriller,35.138821,2017
Horror,38.3436654,2012
Mystery,38.3436654,2012
Thriller,38.3436654,2012
Horror,29.8313284,2014
Mystery,29.8313284,2014
Thriller,29.8313284,2014
Comedy,18.3690654,2017
Drama,18.3690654,2017
Romance,18.3690654,2017
Horror,23.6734452,2014
Mystery,23.6734452,2014
Thriller,23.6734452,2014
Biography,16.582026,2013
Drama,16.582026,2013
Action,13.0266776,2015
Thriller,13.0266776,2015
Horror,11.832176,2015
Mystery,11.832176,2015
Sci-Fi,11.832176,2015
Comedy,9.1352158,2011
Drama,9.1352158,2011
Horror,7.8409496,2011
Mystery,7.8409496,2011
Sci-Fi,7.8409496,2011
Adventure,7.6154994,2018
Biography,7.6154994,2018
Drama,7.6154994,2018
Drama,5.9780024,2014
Thriller,5.9780024,2014
Drama,5.2373508,2017
Fantasy,5.2373508,2017
Mystery,5.2373508,2017
Comedy,5.760003,2016
Comedy,2.9703142,2016
Romance,2.9703142,2016
Documentary,3.522357,2010
Horror,1.834162,2016
Thriller,1.834162,2016
Comedy,0.647059,2017
Drama,0.647059,2017
Romance,0.647059,2017
Horror,2.1810898,2016
Biography,0.8215102,2014
Crime,0.8215102,2014
Drama,0.8215102,2014
Drama,0.6868184,2010
Adventure,-0.0892846,2015
Drama,-0.0892846,2015
Family,-0.0892846,2015
Comedy,1.5737918,2016
Drama,1.5737918,2016
Romance,1.5737918,2016
Crime,-0.706676,2013
Drama,-0.706676,2013
Romance,-0.706676,2013
Comedy,-0.875356,2014
Drama,-0.875356,2014
Music,-0.875356,2014
Crime,0.098001875,2013
Drama,0.098001875,2013
Drama,0.41073031578947367,2011
Horror,0.41073031578947367,2011
Thriller,0.41073031578947367,2011
Action,-0.6849188888888889,2011
Adventure,-0.6849188888888889,2011
Western,-0.6849188888888889,2011
Drama,-0.7300284444444445,2015
Horror,-0.7300284444444445,2015
Action,-0.9947671111111112,2014
Adventure,-0.9947671111111112,2014
Crime,1.1720766666666667,2010
Drama,1.1720766666666667,2010
Horror,21.35200075,2015
Thriller,21.35200075,2015
Drama,19.663256,2014
Comedy,13.2717085,2010
Drama,13.2717085,2010
Romance,13.2717085,2010
Comedy,8.634087,2014
Fantasy,8.634087,2014
Drama,9.1570025,2013
Horror,9.1570025,2013
Thriller,9.1570025,2013
Horror,4.41296675,2016
Thriller,4.41296675,2016
Drama,-0.145181,2011
Romance,-0.145181,2011
Action,-0.23774375,2011
Crime,-0.23774375,2011
Horror,-0.23774375,2011
Drama,0.21787,2012
Fantasy,0.21787,2012
Horror,-0.9858285,2014
Thriller,-0.9858285,2014
Comedy,-0.75308825,2011
Drama,-0.75308825,2011
Comedy,-0.2677018666666667,2010
Crime,-0.2677018666666667,2010
Drama,-0.2677018666666667,2010
Horror,38.01095971428571,2018
Thriller,38.01095971428571,2018
Biography,18.848530285714286,2018
Drama,18.848530285714286,2018
Fantasy,18.848530285714286,2018
Horror,11.892222285714286,2013
Sci-Fi,11.892222285714286,2013
Thriller,11.892222285714286,2013
Adventure,-0.06428657142857143,2016
Drama,-0.06428657142857143,2016
Romance,-0.06428657142857143,2016
Drama,6.584356764705882,2011
Thriller,6.584356764705882,2011
Drama,14.776073636363636,2014
Music,14.776073636363636,2014
Horror,86.42164633333333,2010
Drama,46.25511866666667,2015
Horror,50.913232,2013
Thriller,50.913232,2013
Horror,44.27157,2012
Mystery,44.27157,2012
Thriller,44.27157,2012
Action,8.510138333333334,2018
Sci-Fi,8.510138333333334,2018
Thriller,8.510138333333334,2018
Drama,9.454183666666667,2013
Romance,9.454183666666667,2013
Adventure,2.349188333333333,2016
Comedy,2.349188333333333,2016
Drama,2.349188333333333,2016
Comedy,1.8679173333333334,2010
Drama,1.8679173333333334,2010
Action,2.5242723333333332,2016
Comedy,2.5242723333333332,2016
Crime,2.5242723333333332,2016
Drama,1.0286796666666667,2010
Family,1.0286796666666667,2010
Comedy,0.23651233333333332,2014
Drama,0.23651233333333332,2014
Horror,0.23651233333333332,2014
Action,1.099442,2017
Drama,1.099442,2017
Thriller,1.099442,2017
Comedy,-0.5193153333333334,2015
Drama,-0.5193153333333334,2015
Comedy,3.3413903333333335,2012
Romance,3.3413903333333335,2012
Documentary,-0.90547,2010
Comedy,38.9856964,2013
Fantasy,38.9856964,2013
Comedy,24.8285224,2013
Documentary,24.8285224,2013
Comedy,4.5079688,2013
Drama,4.5079688,2013
Romance,4.5079688,2013
Adventure,10.6204016,2016
Comedy,10.6204016,2016
Drama,10.6204016,2016
Comedy,2.3007296,2012
Crime,2.3007296,2012
Drama,2.3007296,2012
Drama,10.865448260869565,2015
Drama,33.8540525,2011
Drama,10.331527,2010
Mystery,10.331527,2010
Drama,7.599845,2017
Drama,4.872101,2017
Crime,5.0555455,2010
Documentary,5.0555455,2010
Drama,5.872416,2015
Music,5.872416,2015
Romance,5.872416,2015
Comedy,0.8784805,2015
Drama,0.8784805,2015
Romance,0.8784805,2015
Drama,3.2165895,2014
Horror,3.2165895,2014
Drama,2.182426,2015
Thriller,2.182426,2015
Comedy,-0.982939,2012
Drama,-0.982939,2012
Romance,-0.982939,2012
Drama,10.22654038688904,2010
Mystery,10.22654038688904,2010
Thriller,10.22654038688904,2010
Drama,4.45228,2013
Music,4.45228,2013
Drama,60.77791666666667,2010
Horror,60.77791666666667,2010
Thriller,60.77791666666667,2010
Adventure,19.033821111111113,2012
Drama,19.033821111111113,2012
Fantasy,19.033821111111113,2012
Drama,-0.06458388888888889,2011
Horror,-0.21627314285714286,2010
Thriller,-0.21627314285714286,2010
Comedy,-0.447699375,2014
Romance,-0.447699375,2014
Drama,13.623316666666666,2018
Horror,13.623316666666666,2018
Mystery,13.623316666666666,2018
Drama,3.5700342857142857,2015
Comedy,6.84634,2014
Drama,6.84634,2014
Romance,6.84634,2014
Horror,154.022435,2012
Horror,59.531361,2012
Mystery,59.531361,2012
Thriller,59.531361,2012
Drama,25.304132,2010
Romance,25.304132,2010
Crime,24.301333,2018
Horror,24.301333,2018
Mystery,24.301333,2018
Biography,16.497655,2012
Comedy,16.497655,2012
Drama,16.497655,2012
Comedy,10.081501,2014
Drama,10.081501,2014
Romance,10.081501,2014
Comedy,5.446686,2014
Drama,5.446686,2014
Romance,5.446686,2014
Drama,7.419949,2011
Mystery,7.419949,2011
Thriller,7.419949,2011
Drama,1.271238,2017
Music,1.271238,2017
Drama,0.807836,2011
Fantasy,0.807836,2011
Romance,0.807836,2011
Drama,0.188871,2014
Romance,0.188871,2014
Sci-Fi,0.188871,2014
Drama,-0.88911,2014
War,-0.88911,2014
Biography,36.38738111111111,2013
Drama,36.38738111111111,2013
Romance,36.38738111111111,2013
Drama,0.57011,2011
Comedy,10.244366666666666,2012
Drama,10.244366666666666,2012
Romance,10.244366666666666,2012
Drama,10.754062,2010
Sci-Fi,10.754062,2010
Thriller,10.754062,2010
Biography,3.2592037037037036,2012
Crime,3.2592037037037036,2012
Drama,3.2592037037037036,2012
Drama,27.495164,2011
Romance,27.495164,2011
Drama,-0.511816,2013
Thriller,-0.511816,2013
Drama,18.56556,2011
Romance,18.56556,2011
Sci-Fi,18.56556,2011
Horror,643.20884,2015
Mystery,643.20884,2015
Thriller,643.20884,2015
Drama,42.6458,2017
Fantasy,42.6458,2017
Romance,42.6458,2017
Comedy,15.31646,2010
Drama,15.31646,2010
Romance,15.31646,2010
